报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,735.78,306.028,1339.611,559.681,2736.152,1299.378,2092.385,693.641
除税前盈利/(亏损),-470.034,-163.668,61.638,7.744,253.843,118.765,246.484,59.102
税项,-15.266,-2.685,-7.91,-3.918,-40.326,-22.382,-44.596,-10.798
除税后盈利/(亏损),-485.3,-166.353,53.728,3.826,213.517,96.383,201.888,48.304
少数股东权益,,,,,,,-0.018,-0.018
股东应占盈利/(亏损),-485.3,-166.353,53.728,3.826,213.517,96.383,201.906,48.322
股息,,,27.177,,106.442,48.019,283.754,
除税及股息后盈利/(亏损),-485.3,-166.353,26.551,3.826,107.075,48.364,-81.848,48.322
基本每股盈利(仙),-57.500000,-19.700000,6.600000,,30.000000,16.000000,,8.000000
摊薄每股盈利(仙),-57.500000,-19.700000,6.600000,--,30.000000,16.000000,--,8.000000
每股股息(仙),--,--,3.200000,--,13.300000,6.000000,--,--
销售成本,-574.46,-240.462,-1014.204,-427.39,-2190.009,-1054.378,-1646.618,-551.106
折旧,-31.732,-15.606,-35.323,-17.457,-25.768,-12.708,-22.348,-10.068
销售及分销费用,-127.202,-93.786,-35.773,-16.865,-24.344,-10.118,-15.58,-7.869
一般及行政费用,-143.494,-62.558,-114.525,-52.155,-145.938,-78.537,-94.961,-34.607
利息费用/融资成本,-1.409,-0.788,-1.935,-0.933,-3.935,-2.04,-2.727,-1.012
毛利,161.32,65.566,325.407,132.291,546.143,245,445.767,142.535
经营盈利,-470.034,-163.668,61.638,7.744,253.843,118.765,246.484,59.102
应占联营公司盈利,-3.367,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
