报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-03-31,2013-03-31
报表类型,中报,年报,中报,年报,中报,年报,年报,年报
营业额,2114.317,2797.193,1772.029,2765.521,1756.432,2567.667,2322.265,2542.805
除税前盈利/(亏损),339.116,380.614,264.604,271.414,180.472,313.885,246.05,414.468
税项,-47.002,-52.483,-39.217,-39.527,-25.042,-40.539,-26.682,-46.07
除税后盈利/(亏损),292.114,328.131,225.387,231.887,155.43,273.346,219.368,368.398
少数股东权益,,,,,,,,
股东应占盈利/(亏损),292.114,328.131,225.387,231.887,155.43,273.346,219.368,368.398
股息,103.778,120.35,78.85,,,427,200,200
除税及股息后盈利/(亏损),188.336,207.781,146.537,231.887,155.43,-153.654,19.368,168.398
基本每股盈利(仙),14.100000,15.970000,11.100000,15.460000,10.400000,,,
摊薄每股盈利(仙),14.100000,15.970000,11.100000,15.460000,10.400000,--,--,--
每股股息(仙),5.000000,5.800000,3.800000,--,--,--,--,--
销售成本,-1630.089,-2134.571,-1349.888,-2155.569,-1396.923,-1994.299,-1768.285,-1895.031
折旧,-73.993,-153.651,-75.522,-170.942,-86.755,-173.379,-173.608,-171.274
销售及分销费用,-24.536,-40.475,-29.307,-57.669,-32.692,-52.304,-46.164,-50.746
一般及行政费用,-140.691,-254.642,-133.31,-267.798,-136.573,-235.202,-212.045,-206.719
利息费用/融资成本,-8.995,-16.497,-10.159,-27.967,-15.643,-21.992,-16.888,-19.565
毛利,484.228,662.622,422.141,609.952,359.509,573.368,553.98,647.774
经营盈利,346.581,394.615,273.818,297.724,195.755,334.121,261.969,433.398
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
