报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31
报表类型,年报,中报,年报,中报,年报,年报,年报
营业额,499.563,256.614,466.118,208.459,380.86,317.022,166.085
除税前盈利/(亏损),69.363,40.771,75.262,37.049,61.668,52.481,27.172
税项,-19.22,-10.72,-22.031,-10.293,-16.446,-13.555,-6.842
除税后盈利/(亏损),50.143,30.051,53.231,26.756,45.222,38.926,20.33
少数股东权益,,,,,,,
股东应占盈利/(亏损),50.143,30.051,53.231,26.756,45.222,38.926,20.33
股息,,,,,,,
除税及股息后盈利/(亏损),50.143,30.051,53.231,26.756,45.222,38.926,20.33
基本每股盈利(仙),6.590000,4.030000,9.740000,4.950000,,,
摊薄每股盈利(仙),6.590000,4.030000,9.740000,4.950000,--,--,--
每股股息(仙),--,--,--,--,--,--,--
销售成本,-402.312,-198.25,-359.969,-162.513,-297.37,-241.985,-131.041
折旧,-6.243,-2.878,-5.206,-2.857,-5.366,-4.849,-2.725
销售及分销费用,-1.603,-0.759,-0.933,-0.491,-2.946,-8.222,-1.72
一般及行政费用,-27.318,-16.638,-34.584,-10.846,-20.575,-11.981,-8.09
利息费用/融资成本,-5.489,-2.551,-4.499,-2.192,-5.428,-4.748,-0.599
毛利,97.251,58.364,106.149,45.946,83.49,75.037,35.044
经营盈利,73.801,43.307,79.756,39.238,67.095,57.212,27.768
应占联营公司盈利,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币
