报告期,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31
报表类型,三季报,中报,一季报,年报,三季报,中报,一季报,年报
营业额,496.813,314.252,138.329,567.406,457.84,321.008,150.598,666.873
除税前盈利/(亏损),-23.104,-15.281,-9.17,-115.852,-22.905,-15.319,-7.877,-119.831
税项,-0.026,-0.013,-0.003,-0.007,0.003,0.002,0.001,-0.129
除税后盈利/(亏损),-23.13,-15.294,-9.173,-115.859,-22.902,-15.317,-7.876,-119.96
少数股东权益,-0.371,-0.27,-0.397,-25.114,0.083,0.194,0.187,-9.349
股东应占盈利/(亏损),-22.759,-15.024,-8.776,-90.745,-22.985,-15.511,-8.063,-110.611
股息,,,,,,,,
除税及股息后盈利/(亏损),-22.759,-15.024,-8.776,-90.745,-22.985,-15.511,-8.063,-110.611
基本每股盈利(仙),-0.550000,-0.370000,-0.210000,-2.340000,-0.630000,-0.430000,-0.220000,-3.530000
摊薄每股盈利(仙),--,--,--,--,--,--,--,--
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-477.321,-301.847,-133.044,-543.327,-438.853,-308.025,-144.53,-642.325
折旧,-0.715,-0.493,-0.254,-1.093,-0.836,-0.562,-0.287,-1.919
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,--,--,--,--,--,--,--,--
利息费用/融资成本,-4.859,-3.161,-1.477,-4.385,-3.262,-2.092,-1.045,-6.869
毛利,19.492,12.405,5.285,24.079,18.987,12.983,6.068,24.548
经营盈利,-17.783,-2.721,-7.64,-89.816,-20.158,-13.833,-7.187,-63.138
应占联营公司盈利,-0.462,-0.17,-0.053,6.251,0.515,0.606,0.355,-21.903
币种,港币,港币,港币,港币,港币,港币,港币,港币
