报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,1064.3,545.8,1103.3,468,1009.2,539.8,1783.5,1317
除税前盈利/(亏损),2101,504.3,1260.4,358.1,1182.3,520.4,2033.1,1671.3
税项,-98.6,-53.5,-111.2,-57.9,-83.2,-51.7,-89.5,-70.4
除税后盈利/(亏损),2002.4,450.8,1149.2,300.2,1099.1,468.7,1943.6,1600.9
少数股东权益,20.5,1,2.7,,,-0.1,,
股东应占盈利/(亏损),1981.9,449.8,1146.5,300.2,1099.1,468.8,1943.6,1600.9
股息,364.2,60.6,241.8,56.4,201.2,56.3,180.7,56.2
除税及股息后盈利/(亏损),1617.7,389.2,904.7,243.8,897.9,412.5,1762.9,1544.7
基本每股盈利(仙),147.000000,33.000000,85.000000,22.000000,82.000000,35.000000,145.000000,120.000000
摊薄每股盈利(仙),147.000000,33.000000,85.000000,22.000000,82.000000,35.000000,145.000000,119.000000
每股股息(仙),27.000000,4.500000,18.000000,4.200000,15.000000,4.200000,13.500000,4.200000
销售成本,-236.5,-138.4,-279.1,-92,-264.3,-157.4,-857.1,-742.4
折旧,-5,-2.3,-4.2,-2.1,-5,-2.5,-10.8,-7
销售及分销费用,-45.8,-30.2,-45.4,-7.5,-37,-24.7,-75.9,-54.4
一般及行政费用,-310.9,-154.1,-296,-142.6,-280.1,-134.2,-250,-127.2
利息费用/融资成本,-73.1,-37.1,-65.1,-44,-106.5,-53.9,-130.1,-70.7
毛利,827.8,407.4,824.2,376,744.9,382.4,926.4,574.6
经营盈利,2031.5,480.9,1222.5,398.2,1203.7,490.1,2147.7,1734.7
应占联营公司盈利,6.9,1.2,1,0.4,-2,1,2.2,-0.2
币种,港币,港币,港币,港币,港币,港币,港币,港币
