报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
非流动资产,1204.282,1203.406,1202.845,1330.019,1373.579,1518.512,1549.932,1489.049
流动资产,1647.526,1624.523,1530.547,1434.663,1405.734,1556.343,1457.488,1593.239
流动负债,373.896,430.521,380.953,345.163,338.166,531.36,496.97,597.71
净流动资产/(负债),1273.63,1194.002,1149.594,1089.5,1067.568,1024.983,960.518,995.529
非流动负债,135.755,132.434,130.318,144.17,144.678,137.653,127.041,125.935
少数股东权益 - (借)/贷,,,15.363,15.4,14.234,14.641,13.449,13.464
净资产/(负债),2342.157,2264.974,2222.121,2275.349,2296.469,2405.842,2383.409,2358.643
已发行股本,63.168,63.168,63.168,63.168,63.168,63.168,63.168,63.168
储备,2278.989,2201.806,2143.59,2196.781,2219.067,2328.033,2306.792,2282.011
股东权益/(亏损),2342.157,2264.974,2206.758,2259.949,2282.235,2391.201,2369.96,2345.179
无形资产(非流动资产),--,--,--,--,--,--,--,--
物业、厂房及设备(非流动资产),1106.364,1102.062,1100.417,1205.804,1246.159,1392.388,1429.662,1375.977
附属公司权益(非流动资产),--,--,--,--,--,--,--,--
联营公司权益 (非流动资产),,,,,,,,
其他投资(非流动资产),,,,,,,,
应收账款(流动资产),327.579,338.443,331.273,362.834,360.312,475.576,446.005,448.604
存货(流动资产),529.737,484.922,397.783,414.881,468.512,559.864,569.042,568.087
现金及银行结存(流动资产),673.912,697.297,745.111,610.121,505.127,451.05,383.774,528.476
应付帐款(流动负债),356.444,406.77,366.482,328.833,328.259,392.045,396.69,409.401
银行贷款(流动负债),--,--,--,--,1.879,128.261,92.37,175.042
非流动银行贷款,--,--,--,--,--,--,--,--
总资产,2851.808,2827.929,2733.392,2764.682,2779.313,3074.855,3007.42,3082.288
总负债,509.651,562.955,511.271,489.333,482.844,669.013,624.011,723.645
股份数目(香港),631677303股,631677303股,631677303股,631677303股,631677303股,631677303股,631677303股,631677303股
币种,港币,港币,港币,港币,港币,港币,港币,港币
