报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,498.595,279.655,430.784,233.654,345.796,189.456,335.075,185.504
除税前盈利/(亏损),242.777,53.071,-136.903,-38.342,-88.821,56.297,106.235,78.729
税项,-19.94,-6.375,7.696,-6.11,8.619,-4.745,-9.31,-7.956
除税后盈利/(亏损),222.837,46.696,-129.207,-44.452,-80.202,51.552,96.925,70.773
少数股东权益,-2.076,-0.525,-6.597,-3.886,-7.585,-2.928,-4.715,-1.972
股东应占盈利/(亏损),224.913,47.221,-122.61,-40.566,-72.617,54.48,101.64,72.745
股息,,,,,,,84.701,
除税及股息后盈利/(亏损),224.913,47.221,-122.61,-40.566,-72.617,54.48,16.939,72.745
基本每股盈利(仙),109.500000,23.200000,-60.800000,-20.300000,-34.500000,25.100000,53.300000,44.400000
摊薄每股盈利(仙),106.900000,23.100000,-60.800000,-20.300000,-33.400000,25.100000,53.300000,44.400000
每股股息(仙),--,--,--,--,--,--,39.000000,--
销售成本,-71.752,-42.544,-71.763,-21.985,-29.783,-15.269,-25.515,-14.694
折旧,-7.752,-4.856,-10.134,-4.97,-8.378,-3.837,-3.879,-1.21
销售及分销费用,-164.621,-77.296,-174.332,-73.566,-153.347,-64.863,-119.369,-43.754
一般及行政费用,-160.18,-82.423,-224.927,-138.241,-194.984,-40.561,-91.201,-44.956
利息费用/融资成本,--,--,-0.301,--,--,--,--,--
毛利,426.843,237.111,359.021,211.669,316.013,174.187,309.56,170.81
经营盈利,242.777,53.071,-136.903,-38.342,-88.821,56.297,106.235,78.729
应占联营公司盈利,0.622,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
