报告期,2017-12-31,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30
报表类型,年报,中报,年报,三季报,中报,一季报,年报,三季报
营业额,9.897,3.364,4.546,3.125,1.839,0.561,6.643,5.374
除税前盈利/(亏损),9.884,-0.983,-17.766,-4.551,-3.262,-1.496,-36.841,-18.32
税项,0.001,,,,,0.004,-0.002,0.041
除税后盈利/(亏损),9.885,-0.983,-17.766,-4.551,-3.262,-1.492,-36.843,-18.279
少数股东权益,,,-0.385,-0.36,-0.2,,,
股东应占盈利/(亏损),9.885,-0.983,-17.381,-4.191,-3.062,-1.492,-36.843,-18.279
股息,,,,,,,,
除税及股息后盈利/(亏损),9.885,-0.983,-17.381,-4.191,-3.062,-1.492,-36.843,-18.279
基本每股盈利(仙),2.180000,-0.220000,-13.680000,-3.300000,-2.410000,,-34.400000,-17.260000
摊薄每股盈利(仙),2.180000,-0.220000,-13.680000,-3.300000,-2.410000,--,-34.400000,-17.260000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-7.192,-2.735,-6.973,-4.775,-3.012,-1.35,-11.073,-8.79
折旧,-0.276,-0.16,-1.051,-0.864,-0.563,-0.226,-1.945,-1.584
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,-1.638,-0.688,-3.238,-2.181,-1.384,-0.292,-3.43,-1.682
利息费用/融资成本,-0.774,-0.382,-0.817,-0.604,-0.421,-0.21,-1.091,-0.884
毛利,2.705,0.629,-2.427,-1.65,-1.173,-0.789,-4.43,-3.416
经营盈利,9.884,-0.983,-17.766,-4.551,-3.262,-1.496,-36.841,-18.32
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,美元,美元,美元,美元,美元,美元,美元,美元
