报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,年报,三季报,中报,一季报,年报,三季报,中报,一季报
营业额,1655.45,1101.459,753.617,400.625,1295.754,995.939,709.591,312.267
除税前盈利/(亏损),131.581,80.85,60.805,22.279,42.89,8.388,8.061,3.075
税项,-23.37,-12.081,-8.886,-4.253,-8.133,-5.239,-4.213,-0.672
除税后盈利/(亏损),108.211,68.769,51.919,18.026,30.621,3.149,3.848,2.403
少数股东权益,,,,,,,,
股东应占盈利/(亏损),108.211,68.769,51.919,18.026,30.621,3.149,3.848,2.403
股息,,,,,114.9,,,
除税及股息后盈利/(亏损),108.211,68.769,51.919,18.026,-84.279,3.149,3.848,2.403
基本每股盈利(仙),4.330000,2.840000,2.290000,0.940000,1.600000,0.160000,0.200000,0.130000
摊薄每股盈利(仙),3.980000,2.530000,1.920000,0.850000,1.320000,0.160000,0.200000,0.130000
每股股息(仙),--,--,--,--,6.000000,--,--,--
销售成本,-1301.85,-860.768,-578.802,-328.528,-1086.142,-856.871,-613.831,-269.474
折旧,-11.476,--,-2.961,--,-3.278,--,-1.632,--
销售及分销费用,-136.88,-99.45,-71.44,-32.4,-102.045,-71.199,-49.29,-21.763
一般及行政费用,-90.713,-64.146,-44.821,-19.625,-75.04,-67.125,-42.296,-20.157
利息费用/融资成本,-0.549,-1.066,-0.984,-0.362,-1.471,-1.113,-2.765,-2.418
毛利,353.6,240.691,174.815,72.097,209.612,139.068,95.76,42.793
经营盈利,128.923,79.252,59.78,20.581,35.132,5.082,8.51,4.437
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
