报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,1877.724,862.118,1532.831,705.2,1372.267,602.265,1206.265,506.966
除税前盈利/(亏损),559.507,397.569,-1452.481,154.462,247.968,138.056,316.759,115.375
税项,-129.812,-66.546,-47.331,-19.537,-75.554,-33.838,-77.23,-30.272
除税后盈利/(亏损),429.695,331.023,-1499.812,134.925,172.414,104.218,239.529,85.103
少数股东权益,8.661,6.099,7.152,4.613,5.369,2.592,9.478,2.719
股东应占盈利/(亏损),421.034,324.924,-1506.964,130.312,167.045,101.626,230.051,82.384
股息,119.5337,,70.899,,82.573,,32.506,
除税及股息后盈利/(亏损),301.5003,324.924,-1577.863,130.312,84.472,101.626,197.545,82.384
基本每股盈利(仙),33.000000,25.000000,-167.000000,16.000000,20.000000,12.000000,28.000000,10.000000
摊薄每股盈利(仙),33.000000,25.000000,-167.000000,16.000000,20.000000,--,--,--
每股股息(仙),11.000000,--,5.600000,--,10.053600,--,3.944350,--
销售成本,-1209.487,-539.009,-1126.198,-523.126,-1042.686,-460.711,-908.562,-387.617
折旧,-43.464,-19.393,-28.495,-13.814,-23.873,-11.391,-21.162,-10.273
销售及分销费用,-25.112,-9.221,-24.128,-10.376,-10.605,-8.222,-8.214,-5.181
一般及行政费用,-186.551,-78.24,-147.934,-53.575,-139.316,-43.05,-77.371,-34.518
利息费用/融资成本,-2.482,-0.74,-0.342,--,-27.375,--,-0.944,-0.944
毛利,668.237,323.109,406.633,182.074,329.581,141.554,297.703,119.349
经营盈利,559.507,397.569,-1452.481,154.462,247.968,138.056,316.759,115.375
应占联营公司盈利,5.259,5.499,-0.241,-0.008,1.008,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
