报告期,2018-02-28,2017-11-30,2017-08-31,2017-02-28,2016-11-30,2016-08-31,2015-08-31
报表类型,中报,一季报,年报,中报,一季报,年报,年报
营业额,85.992,45.436,129.921,57.051,28.053,101.12,88.448
除税前盈利/(亏损),4.872,1.426,-3.992,1.43,2.719,11.282,4.396
税项,-0.214,-0.168,-2.204,-0.979,-0.162,-2.82,-1.769
除税后盈利/(亏损),4.658,1.258,-6.196,0.451,2.557,8.462,2.627
少数股东权益,,,,,,,
股东应占盈利/(亏损),4.658,1.258,-6.196,0.451,2.557,8.462,2.627
股息,,,,,,,
除税及股息后盈利/(亏损),4.658,1.258,-6.196,0.451,2.557,8.462,2.627
基本每股盈利(仙),0.590000,0.160000,-1.030000,0.080000,0.430000,,
摊薄每股盈利(仙),0.590000,0.160000,-1.030000,0.080000,0.430000,--,--
每股股息(仙),--,--,--,--,--,--,--
销售成本,-66.657,-36.558,-109.156,-48.089,-21.844,-78.898,-76.239
折旧,-2.243,-1.03,-3.823,-1.82,-0.878,-2.896,-2.904
销售及分销费用,-7.895,-4.08,-9.101,-3.914,-2.561,-6.929,-6.177
一般及行政费用,-6.814,-3.39,-15.54,-4.124,-0.981,-3.837,-2.787
利息费用/融资成本,-2.123,-1.114,-2.503,-1.376,-0.623,-2.363,-2.597
毛利,19.335,8.878,20.765,8.962,6.209,22.222,12.209
经营盈利,6.994,2.539,-1.386,2.805,3.342,13.604,7.004
应占联营公司盈利,--,--,0.001,0.001,--,0.041,-0.011
币种,马来西亚，林吉特,马来西亚，林吉特,马来西亚，林吉特,马来西亚，林吉特,马来西亚，林吉特,马来西亚，林吉特,马来西亚，林吉特
