报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,213.44,100.319,374.166,258.015,2176.737,99.808,185.849,88.728
除税前盈利/(亏损),-320.434,-492.974,201.42,63.187,501.367,18.513,-190.416,-121.239
税项,-139.033,-86.718,-125.351,-69.519,-522.199,-8.225,73.322,46.291
除税后盈利/(亏损),-839.136,-579.692,76.069,-6.332,-20.832,10.288,-117.094,-74.948
少数股东权益,-368.801,-280.182,136.732,30.765,241.861,92.382,58.932,-17.145
股东应占盈利/(亏损),-470.335,-299.51,-60.663,-37.097,-262.693,-82.094,-176.026,-57.803
股息,,,,,,,,
除税及股息后盈利/(亏损),-470.335,-299.51,-60.663,-37.097,-262.693,-82.094,-176.026,-57.803
基本每股盈利(仙),-10.000000,-6.400000,-1.300000,-0.800000,-5.600000,-1.700000,-4.300000,-1.600000
摊薄每股盈利(仙),-10.000000,-6.400000,-1.300000,-0.800000,-5.600000,-1.700000,-4.300000,-1.300000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-61.189,-27.874,-184.185,-103.082,-915.078,-23.475,-57.245,-19.065
折旧,-10.706,-16.215,-47.855,-32.178,-6.915,-10.341,-11.957,-1.259
销售及分销费用,-98.688,-48.587,-77.831,-37.377,-107.098,-33.962,-112.429,-4.61
一般及行政费用,-62.407,-52.621,-149.746,-66.214,-155.399,-63.131,-124.941,-42.048
利息费用/融资成本,-211.216,-108.844,-203.789,-106.026,-236.361,-61.263,-65.956,-36.702
毛利,152.251,72.445,189.981,154.933,1261.659,76.333,128.604,69.663
经营盈利,-109.218,-384.13,405.209,169.213,764.394,87.866,-123.481,-84.537
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
