报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,68.722,371.518,248.708,183.373,104.883,1149.998,897.852,574.105
除税前盈利/(亏损),-9.691,-97.751,-48.628,-31.129,-3.307,97.53,32.763,11.49
税项,0.019,-0.578,-0.742,-0.718,-0.154,-9.195,-6.166,-2.243
除税后盈利/(亏损),-9.672,-98.329,-49.37,-31.847,-3.461,88.335,26.597,9.247
少数股东权益,,,,,,-2.394,-2.003,-1.307
股东应占盈利/(亏损),-9.672,-98.329,-49.37,-31.847,-3.461,90.729,28.6,10.554
股息,,,,,,14.837,,
除税及股息后盈利/(亏损),-9.672,-98.329,-49.37,-31.847,-3.461,75.892,28.6,10.554
基本每股盈利(仙),-0.650000,-6.630000,-3.330000,-2.150000,-0.230000,6.120000,1.930000,0.710000
摊薄每股盈利(仙),-0.650000,-6.630000,-3.330000,-2.150000,-0.230000,6.120000,1.930000,0.710000
每股股息(仙),--,--,--,--,--,1.000000,--,--
销售成本,-68.164,-425.311,-263.642,-191.34,-96.542,-1037.263,-820.392,-533.263
折旧,--,-1.856,--,-0.633,--,-2.173,--,-1.098
销售及分销费用,-2.827,-11.939,-9.359,-6.31,-3.367,-16.636,-12.466,-7.638
一般及行政费用,-6.495,-28.973,-22.363,-15.382,-7.505,-37.729,-26.103,-16.676
利息费用/融资成本,-0.003,-0.603,-0.573,-0.534,-0.371,-1.765,-1.309,-0.997
毛利,0.558,-53.793,-14.934,-7.967,8.341,112.735,77.46,40.842
经营盈利,-9.694,-97.317,-48.158,-30.662,-2.962,98.878,33.73,12.231
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
