报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,47.822,122.1,61.948,249.629,141.042,550.237,252.013,581.271
除税前盈利/(亏损),-5.611,-145.397,-155.395,-296.413,-58.012,-257.391,-64.872,-138.12
税项,-2.479,-1.639,-0.413,3.688,-2.197,-1.734,-0.021,0.692
除税后盈利/(亏损),55.311,-193.281,-155.808,-292.725,-60.209,-259.125,-64.893,-137.428
少数股东权益,-0.078,-2.881,-2.729,-8.331,-0.025,-0.25,-0.208,-0.3
股东应占盈利/(亏损),55.389,-190.4,-153.079,-284.394,-60.184,-258.875,-64.685,-137.128
股息,,,,,,,,
除税及股息后盈利/(亏损),55.389,-190.4,-153.079,-284.394,-60.184,-258.875,-64.685,-137.128
基本每股盈利(仙),2.330000,-9.880000,-10.240000,-31.500000,-6.670000,-31.780000,-8.690000,-19.100000
摊薄每股盈利(仙),2.330000,-9.880000,-10.240000,-31.500000,-6.670000,-31.780000,-8.690000,-19.100000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-25.755,-94.914,-50.488,-195.963,-115.577,-507.574,-238.572,-559.729
折旧,-0.207,-2.616,-1.254,-3.028,-1.553,-2.804,-1.318,-6.563
销售及分销费用,-0.584,-3.128,-1.615,-3.957,-2.318,-5.489,-2.782,-8.646
一般及行政费用,-26.616,-78.374,-42.648,-89.334,-52.323,-132.189,-64.43,-68.678
利息费用/融资成本,-4.585,-8.932,-8.931,-23.906,-11.548,-18.778,-5.885,-0.345
毛利,22.067,27.186,11.46,53.666,25.465,42.663,13.441,21.542
经营盈利,-5.611,-145.397,-155.395,-296.413,-58.012,-257.391,-64.872,-138.12
应占联营公司盈利,--,--,0.191,-0.624,-0.383,-0.127,0.013,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
