报告期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31
报表类型,中报,一季报,年报,三季报,中报,一季报,年报
营业额,429.399,191.538,579.849,410.725,272.313,136.189,475.474
除税前盈利/(亏损),16.3,8.517,31.144,19.378,14.447,7.769,26.27
税项,-2.9,-1.522,-5.693,-3.311,-2.445,-1.324,-5.154
除税后盈利/(亏损),13.4,6.995,25.451,16.067,12.002,6.445,21.116
少数股东权益,,,,,,,
股东应占盈利/(亏损),13.4,6.995,25.451,16.067,12.002,6.445,21.116
股息,,,,,,,36.445
除税及股息后盈利/(亏损),13.4,6.995,25.451,16.067,12.002,6.445,-15.329
基本每股盈利(仙),1.340000,0.700000,2.550000,1.610000,1.200000,0.640000,2.630000
摊薄每股盈利(仙),1.340000,0.700000,2.550000,1.610000,1.200000,0.640000,2.630000
每股股息(仙),0.600000,--,--,--,--,--,--
销售成本,-383.504,-170.192,-504.285,-364.232,-239.023,-119.719,-414.382
折旧,--,-2.029,-6.313,--,--,-1.153,-4.253
销售及分销费用,--,--,--,--,--,--,--
一般及行政费用,-28.562,-12.297,-43.891,-26.814,-18.705,-8.607,-45.861
利息费用/融资成本,-1.175,-0.546,-0.712,-0.405,-0.229,-0.106,-1.605
毛利,45.895,21.346,75.564,46.493,33.29,16.47,61.092
经营盈利,16.3,8.517,31.144,19.378,14.447,7.769,26.27
应占联营公司盈利,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币
