报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,49.321,114.985,3.18,43.277,1.509,105.948,0.086,28.661
除税前盈利/(亏损),37.005,12.638,-54.172,-16.13,-0.138,-2.568,-15.913,-3.556
税项,,,,,,,,
除税后盈利/(亏损),37.005,12.638,-54.172,-16.13,-0.138,-2.568,-15.913,-3.556
少数股东权益,,,,,,,,
股东应占盈利/(亏损),37.005,12.638,-54.172,-16.13,-0.138,-2.568,-15.913,-3.556
股息,,,,,,,,
除税及股息后盈利/(亏损),37.005,12.638,-54.172,-16.13,-0.138,-2.568,-15.913,-3.556
基本每股盈利(仙),0.289000,0.099000,-0.501000,-0.180000,-0.002000,-0.040000,-0.230000,-0.050000
摊薄每股盈利(仙),0.289000,--,--,--,--,--,--,--
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,--,--,--,--,--,--,--,--
折旧,--,--,-0.013,-0.013,-0.568,-0.418,-0.836,-0.418
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,-12.325,-5.237,-26.921,-12.981,-15.882,-6.84,-18.461,-3.049
利息费用/融资成本,--,--,--,--,--,--,--,--
毛利,49.321,114.985,3.18,43.277,1.509,105.948,0.086,28.661
经营盈利,37.005,12.638,-54.172,-16.13,-0.138,-2.568,-15.913,-3.556
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
