报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,5781.857,2695.215,4223.298,1971.418,3725.808,1887.118,3447.617,1761.023
除税前盈利/(亏损),564.542,243.482,185.315,89.199,70.798,35.253,-16.921,19.148
税项,-162.918,-72.518,-58.756,-24.454,-14.624,-6.42,-14.348,-4.752
除税后盈利/(亏损),401.624,170.964,126.559,64.745,56.174,28.833,-31.269,14.396
少数股东权益,5.593,2.485,3.448,2.891,4.916,1.765,6.697,3.387
股东应占盈利/(亏损),396.031,168.479,123.111,61.854,51.258,27.068,-37.966,11.009
股息,,,27.863,,20.579,,6.391,
除税及股息后盈利/(亏损),396.031,168.479,95.248,61.854,30.679,27.068,-44.357,11.009
基本每股盈利(仙),49.000000,21.000000,15.000000,8.000000,6.000000,3.000000,-5.000000,1.000000
摊薄每股盈利(仙),49.000000,21.000000,15.000000,8.000000,6.000000,--,--,--
每股股息(仙),7.000000,--,3.578000,--,2.513400,--,0.800000,0.794000
销售成本,-4534.623,-2083.593,-3396.328,-1549.402,-2980.032,-1495.116,-2791.568,-1420.46
折旧,-253.412,-125.771,-243.07,-119.87,-218.875,-108.473,-213.985,-107.284
销售及分销费用,-269.171,-136.851,-277.836,-136.826,-263.652,-136.924,-246.913,-121.907
一般及行政费用,-296.947,-120.783,-191.212,-85.184,-166.544,-78.17,-156.362,-76.716
利息费用/融资成本,-252.613,-134.296,-248.707,-144.562,-291.421,-157.118,-344.856,-169.143
毛利,1247.234,611.622,826.97,422.016,745.776,392.002,656.049,340.563
经营盈利,564.542,243.482,185.315,89.199,70.798,35.253,-16.921,19.148
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
