报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,1434.008,664.787,1247.218,590.679,1277.063,503.908,1160.119,468.509
除税前盈利/(亏损),106.882,45.205,135.275,51.048,396.942,37.958,125.084,33.142
税项,1.648,-0.068,-12.621,-0.358,-9.069,-1.303,-7.186,-0.735
除税后盈利/(亏损),108.53,45.137,122.654,50.69,387.873,36.655,117.898,32.407
少数股东权益,-4.14,-1.047,,,,,,
股东应占盈利/(亏损),112.67,46.184,122.654,50.69,387.873,36.655,117.898,32.407
股息,71.84,,86.964,,128.554,,68.058,
除税及股息后盈利/(亏损),40.83,46.184,35.69,50.69,259.319,36.655,49.84,32.407
基本每股盈利(仙),15.000000,6.000000,16.000000,7.000000,51.000000,5.000000,16.000000,4.000000
摊薄每股盈利(仙),15.000000,6.000000,16.000000,7.000000,51.000000,5.000000,16.000000,4.000000
每股股息(仙),9.500000,4.500000,11.500000,4.500000,17.000000,4.000000,9.000000,3.000000
销售成本,-964.724,-455.098,-797.933,-391.39,-806.233,-333.105,-714.362,-307.697
折旧,-37.906,-18.018,-35.938,-18.021,-39.954,-20.704,-40.775,-20.211
销售及分销费用,-138.719,-57.042,-136.811,-62.214,-127.588,-58.632,-154.411,-59.722
一般及行政费用,-200.254,-98.786,-150.086,-73.535,-139.393,-67.855,-140.45,-67.89
利息费用/融资成本,-2.049,-0.022,-0.022,-0.005,-0.28,-0.253,-1.353,-0.879
毛利,469.284,209.689,449.285,199.289,470.83,170.803,445.757,160.812
经营盈利,108.931,45.205,135.297,51.048,397.222,37.958,126.437,33.142
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
