报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,8562.83,3618.238,7825.077,3238.765,6074.061,2881.201,4791.346,2100.931
除税前盈利/(亏损),1255.631,385.819,1196.551,457.031,872.26,410.781,642.397,235.103
税项,-196.976,-86.303,-176.077,-81.851,-134.285,-80.954,-94.187,-47.52
除税后盈利/(亏损),1058.655,299.516,1020.474,375.18,737.975,329.827,548.21,187.583
少数股东权益,52.53,9.017,16.478,-4.903,35.136,35.595,46.509,20.472
股东应占盈利/(亏损),1006.125,290.499,1003.996,380.083,702.839,294.232,501.701,167.111
股息,326.793,96.828,309.278,114.713,212.059,91.6104,164.035,54.6515
除税及股息后盈利/(亏损),679.332,193.671,694.718,265.37,490.78,202.6216,337.666,112.4595
基本每股盈利(仙),16.820000,4.920000,17.500000,6.630000,12.600000,5.380000,9.440000,3.240000
摊薄每股盈利(仙),16.030000,4.640000,16.140000,6.130000,11.970000,5.280000,9.300000,3.190000
每股股息(仙),5.400000,1.600000,5.200000,2.000000,3.700000,1.600000,3.000000,1.000000
销售成本,-6331.736,-2698.715,-5939.722,-2448.642,-4562.032,-2203.645,-3647.711,-1618.597
折旧,-357.454,-186.857,-270.679,-134.331,-202.941,-97.021,-176.119,-83.963
销售及分销费用,-126.502,-60.353,-120.832,-60.817,-148.535,-75.283,-111.992,-42.949
一般及行政费用,-843.589,-395.263,-557.807,-256.406,-445.207,-175.863,-330.262,-177.233
利息费用/融资成本,-110.621,-42.713,-78.264,-34.347,-55.66,-26.981,-56.883,-27.289
毛利,2231.094,919.523,1885.355,790.123,1512.029,677.556,1143.635,482.334
经营盈利,1255.631,385.819,1196.551,457.031,872.26,410.781,642.397,235.103
应占联营公司盈利,--,--,0.11,0.151,-0.286,-0.365,-1.852,-0.021
币种,港币,港币,港币,港币,港币,港币,港币,港币
