报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,15.499,10.779,108.37,18.903,342.523,173.251,86.248,0.14
除税前盈利/(亏损),-27.714,13.605,12.032,15.107,3.724,3.483,45.216,44.111
税项,-1.877,-1.157,-5.881,-1.713,-6.497,-2.347,-1.155,
除税后盈利/(亏损),-29.591,12.448,6.151,13.394,-2.773,1.136,44.061,44.111
少数股东权益,3.241,3.413,3.802,4.543,,,,
股东应占盈利/(亏损),-32.832,9.035,2.349,8.851,-2.773,1.136,44.061,44.111
股息,,,,,,,,
除税及股息后盈利/(亏损),-32.832,9.035,2.349,8.851,-2.773,1.136,44.061,44.111
基本每股盈利(仙),-2.230000,0.610000,0.160000,0.610000,-0.240000,0.110000,4.320000,4.290000
摊薄每股盈利(仙),--,--,--,--,--,--,--,--
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-2.066,--,-78.707,--,-293.945,-154.216,-80.932,--
折旧,-0.147,-0.089,-0.145,-0.077,-0.172,-0.079,-0.083,-0.009
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,--,--,--,--,--,--,--,--
利息费用/融资成本,--,--,-0.051,--,-0.531,--,--,--
毛利,13.433,10.747,29.195,18.871,16.69,18.172,4.885,0.14
经营盈利,-27.714,13.605,12.032,15.107,3.724,3.483,45.216,44.111
应占联营公司盈利,0.738,0.04,0.041,-0.151,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
