报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,1453.035,688.074,1358.953,671.116,1277.292,639.558,1357.062,703.664
除税前盈利/(亏损),218.006,163.395,423.523,1063.378,351.775,178.001,216.174,143.456
税项,3.845,-19.633,-9.434,-32.121,-55.017,-29.949,-49.135,-35.263
除税后盈利/(亏损),221.851,143.762,1061.87,1031.257,296.758,148.052,167.039,108.193
少数股东权益,1.754,0.805,0.704,-0.29,16.624,-1.04,-3.069,-1.541
股东应占盈利/(亏损),220.097,142.957,1061.166,1031.547,280.134,149.092,170.108,109.734
股息,60.896,,60.896,,60.896,,52.777,
除税及股息后盈利/(亏损),159.201,142.957,1000.27,1031.547,219.238,149.092,117.331,109.734
基本每股盈利(仙),10.840000,7.040000,52.280000,50.820000,13.800000,7.340000,9.550000,6.490000
摊薄每股盈利(仙),--,--,--,--,--,--,--,--
每股股息(仙),3.000000,--,3.000000,--,3.000000,--,2.600000,--
销售成本,-952.759,-432.375,-852.858,-396.249,-717.853,-349.253,-773.767,-386.655
折旧,-44.824,-12.761,-52.806,-14.701,-24.364,-11.171,-18.892,-5.089
销售及分销费用,-97.641,-43.795,-101.484,-54.27,-68.779,-21.296,-106.078,-42.462
一般及行政费用,-352.114,-150.334,-411.668,-215.475,-338.674,-140.444,-293.997,-124.715
利息费用/融资成本,-101.777,-48.925,-188.572,-93.704,-202.685,-99.771,-205.723,-99.425
毛利,500.276,255.699,506.095,274.867,559.439,290.305,583.295,317.009
经营盈利,183.696,179.028,135.59,107.612,476.866,253.728,348.494,230.984
应占联营公司盈利,129.874,29.142,455.513,409.448,44.276,12.715,18.84,-3.892
币种,港币,港币,港币,港币,港币,港币,港币,港币
