报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,年报
营业额,743.032,1255.957,575.449,1083.856,518.182,947.591,926.181
除税前盈利/(亏损),98.83,221.246,76.423,182.997,78.441,136.135,216.948
税项,-15.762,-39.986,-17.133,-30.335,-12.022,-22.157,-32.247
除税后盈利/(亏损),83.068,181.26,59.29,152.662,66.419,113.978,184.701
少数股东权益,2.739,1.932,2.238,7.052,5.279,12.074,12.344
股东应占盈利/(亏损),80.329,179.328,57.052,145.61,61.14,101.904,172.357
股息,16.341,39.944,14.525,200.2,,22.828,15
除税及股息后盈利/(亏损),63.988,139.384,42.527,-54.59,61.14,79.076,157.357
基本每股盈利(仙),4.420000,11.390000,4.270000,11.130000,4.670000,7.790000,14.200000
摊薄每股盈利(仙),4.420000,11.390000,4.270000,11.130000,4.670000,7.790000,14.200000
每股股息(仙),0.900000,2.200000,0.800000,--,--,--,--
销售成本,-464.128,-699.069,-330.837,-596.101,-297.752,-562.883,-501.339
折旧,-42.762,-62.264,-24.372,-53.98,-22.117,-38.226,-32.081
销售及分销费用,-83.962,-145.35,-72.601,-133.807,-68.324,-105.061,-97.974
一般及行政费用,-85.94,-188.036,-97.869,-167.963,-73.405,-146.81,-169.123
利息费用/融资成本,-13.874,-13.996,-1.905,-2.523,-2.16,-2.707,-5.969
毛利,278.904,556.888,244.612,487.755,220.43,384.708,424.842
经营盈利,112.704,235.242,78.328,185.52,80.601,138.842,222.917
应占联营公司盈利,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币
