报告期,2018-03-31,2017-12-31,2017-03-31,2016-12-31,2015-12-31,2014-12-31
报表类型,一季报,年报,一季报,年报,年报,年报
营业额,58.702,236.371,58.474,232.375,206.476,170.487
除税前盈利/(亏损),-4.689,-3.217,-7.248,-7.531,-2.76,5.492
税项,-0.467,-1.357,-0.387,-2.012,-1.832,-1.194
除税后盈利/(亏损),-5.156,-4.574,-7.635,-9.543,-4.592,4.298
少数股东权益,-0.046,-0.007,-0.257,-1.298,2.441,1.551
股东应占盈利/(亏损),-5.11,-4.567,-7.378,-8.245,-7.033,2.747
股息,,,,,,
除税及股息后盈利/(亏损),-5.11,-4.567,-7.378,-8.245,-7.033,2.747
基本每股盈利(仙),-0.650000,-0.660000,-1.070000,,,
摊薄每股盈利(仙),-0.650000,--,-1.070000,--,--,--
每股股息(仙),--,--,--,--,--,--
销售成本,-14.272,-56.776,-14.384,-58.184,-52.501,-44.582
折旧,-3.498,-14.266,-3.789,-13.67,-11.188,-9.842
销售及分销费用,-2.677,-7.775,-1.795,-6.788,-7.502,-5.933
一般及行政费用,--,--,--,--,--,--
利息费用/融资成本,-0.136,-0.48,-0.113,-0.313,--,--
毛利,44.43,179.595,44.09,174.191,153.975,125.905
经营盈利,-4.689,-3.217,-7.248,-7.531,-2.76,5.492
应占联营公司盈利,--,-0.433,-0.434,-6.467,--,--
币种,港币,港币,港币,港币,港币,港币
