报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,1317.951,550.669,1163.17,521.703,1412.555,505.698,1703.128,617.167
除税前盈利/(亏损),127.13,-11.864,87.737,-4.19,22.167,10.165,-61.816,-53.495
税项,-17.561,-1.01,-27.163,-0.798,-23.468,-9.279,-8.4,-0.312
除税后盈利/(亏损),109.569,-12.874,60.574,-4.988,-1.301,0.886,-70.216,-53.807
少数股东权益,-3.482,-0.239,0.681,0.191,-1.627,-1.027,-1.116,-0.118
股东应占盈利/(亏损),113.051,-12.635,59.893,-5.179,0.326,1.913,-69.1,-53.689
股息,28.582,,27.046,,27.046,,27.046,
除税及股息后盈利/(亏损),84.469,-12.635,32.847,-5.179,-26.72,1.913,-96.146,-53.689
基本每股盈利(仙),12.300000,-1.400000,6.640000,-0.570000,0.040000,0.210000,-7.660000,-5.960000
摊薄每股盈利(仙),12.200000,-1.400000,6.630000,-0.570000,0.040000,0.210000,-7.660000,-5.960000
每股股息(仙),3.000000,--,3.000000,--,3.000000,--,3.000000,--
销售成本,-886.279,-396.616,-821.009,-368.862,-976.394,-293.591,-1148.837,-365.048
折旧,-25.727,-8.933,-29.561,-9.693,-30.443,-6.092,-18.898,-8.975
销售及分销费用,-200.955,-96.551,-182.653,-89.51,-332.678,-155.823,-372.984,-182.414
一般及行政费用,-298.594,-146.606,-277.353,-137.329,-323.487,-179.448,-346.202,-207.86
利息费用/融资成本,--,--,--,--,--,--,--,--
毛利,431.672,154.053,342.161,152.841,436.161,212.107,554.291,252.119
经营盈利,127.13,-11.864,87.737,-4.19,22.167,10.165,-61.816,-53.495
应占联营公司盈利,37.849,10.439,31.485,7.831,59.113,21.589,-18.821,13.767
币种,港币,港币,港币,港币,港币,港币,港币,港币
