报告期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31
报表类型,三季报,中报,一季报,年报,三季报,中报,一季报,年报
营业额,37.89,25.004,11.471,75.757,49.019,29.79,11.096,81.224
除税前盈利/(亏损),-17.156,-11.857,-5.124,-2.127,1.897,0.259,-0.545,-0.187
税项,-0.269,-0.297,-0.242,-1.164,-1.246,-0.557,-0.265,-4.699
除税后盈利/(亏损),-17.425,-12.154,-5.366,-3.291,0.651,-0.298,-0.81,-4.886
少数股东权益,,,,,,,,
股东应占盈利/(亏损),-17.425,-12.154,-5.366,-3.291,0.651,-0.298,-0.81,-4.886
股息,,,,,,,,
除税及股息后盈利/(亏损),-17.425,-12.154,-5.366,-3.291,0.651,-0.298,-0.81,-4.886
基本每股盈利(仙),-1.140000,-0.810000,-0.390000,-0.250000,0.050000,-0.020000,-0.060000,-0.440000
摊薄每股盈利(仙),-1.140000,-0.810000,-0.390000,-0.250000,0.050000,-0.020000,-0.060000,-0.440000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-33.13,-21.285,-9.562,-59.774,-38.211,-23.419,-8.67,-60.758
折旧,--,-1.879,--,-3.447,--,-1.606,--,-3.126
销售及分销费用,-1.231,-0.764,-0.34,-2.755,-1.685,-1.148,-0.458,-1.793
一般及行政费用,-15.718,-7.399,-2.586,-13.542,-5.332,-3.742,-1.978,-9.801
利息费用/融资成本,-3.083,-2.028,-0.964,-3.196,-2.509,-1.766,-0.916,-4.186
毛利,4.76,3.719,1.909,15.983,10.808,6.371,2.426,20.466
经营盈利,-17.156,-11.857,-5.124,-2.127,1.897,0.259,-0.545,-0.187
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
