报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,44888.394,88449.356,42175.618,80959.946,37562.595,73176.252,33742.897,68459.096
除税前盈利/(亏损),1745.833,3055.901,1660.619,2824.963,1552.397,2630.886,1480.748,2778.501
税项,-270.658,-502.706,-269.603,-487.446,-281.542,-463.088,-237.913,-493.121
除税后盈利/(亏损),1475.175,2553.195,1391.016,2337.517,1270.855,2167.798,1242.835,2285.38
少数股东权益,6.507,16.946,4.669,3.105,-0.215,17.54,5.264,47.029
股东应占盈利/(亏损),1468.668,2536.249,1386.347,2334.412,1271.07,2150.258,1237.571,2238.351
股息,,912.849,,770.173,,644.812,,895.534
除税及股息后盈利/(亏损),1468.668,1623.4,1386.347,1564.239,1271.07,1505.446,1237.571,1342.817
基本每股盈利(仙),21.200000,36.600000,20.000000,33.700000,18.400000,31.000000,17.900000,32.300000
摊薄每股盈利(仙),--,--,--,--,--,--,--,32.300000
每股股息(仙),--,13.180000,--,11.120000,--,9.310000,--,12.930000
销售成本,-39178.948,-76759.191,-36784.008,-69572.305,-32387.089,-62494.549,-28919.619,-58081.107
折旧,-352.002,-728.553,-362.153,-723.937,-357.612,-748.448,-360.686,-719.547
销售及分销费用,-4346.851,-9501.481,-4136.824,-9306.152,-3930.101,-8777.028,-3729.968,-8288.163
一般及行政费用,--,--,--,--,--,--,--,--
利息费用/融资成本,-21.904,-46.667,-20.967,-51.392,-23.765,-20.43,-5.075,-11.232
毛利,5709.446,11690.165,5391.61,11387.641,5175.506,10681.703,4823.278,10377.989
经营盈利,1745.833,3055.901,1660.619,2824.963,1552.397,2630.886,1480.748,2778.501
应占联营公司盈利,25.624,66.095,35.144,49.985,12.444,25.7,11.462,14.315
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
