报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,484.555,969.524,348.447,954.335,427.845,968.325,444.305,832.595
除税前盈利/(亏损),115.108,207.352,138.641,-97.722,110.669,251.238,123.502,68.244
税项,-11.48,-32.284,-9.201,-30.209,-11.5,-27.418,-10.605,-10.301
除税后盈利/(亏损),103.628,228.501,129.44,-127.931,99.169,223.82,112.897,57.943
少数股东权益,12.954,22.606,8.968,19.35,7.472,19.77,5.206,10.645
股东应占盈利/(亏损),90.674,205.895,120.472,-147.281,91.697,204.05,107.691,47.298
股息,,,,,,,,
除税及股息后盈利/(亏损),90.674,205.895,120.472,-147.281,91.697,204.05,107.691,47.298
基本每股盈利(仙),1.310000,2.960000,1.730000,-2.120000,1.320000,3.320000,1.850000,0.810000
摊薄每股盈利(仙),1.310000,2.960000,1.730000,--,1.320000,3.320000,1.850000,0.810000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-363.506,-697.908,-250.68,-685.416,-315.229,-747.874,-348.144,-663.518
折旧,-18.309,-33.977,-16.532,-31.846,-14.003,-25.4,-12.361,-21.253
销售及分销费用,-48.09,-84.8,-39.591,-74.239,-33.268,-62.152,-27.024,-47.728
一般及行政费用,-55.6,-108.679,-52.142,-117.515,-58.955,-91.218,-42.364,-107.097
利息费用/融资成本,-5.097,-14.779,-6.568,-13.184,-6.598,-5.185,-0.967,-8.964
毛利,121.049,271.616,97.767,268.919,112.616,220.451,96.161,169.077
经营盈利,115.108,207.352,138.641,-97.722,110.669,251.238,123.502,68.244
应占联营公司盈利,18.508,19.259,8.609,44.224,23.71,40.033,18.74,15.106
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
