报告期,2018-02-28,2017-08-31,2017-02-28,2016-08-31,2016-02-29,2015-08-31,2014-08-31
报表类型,中报,年报,中报,年报,中报,年报,年报
营业额,517.105,846.222,421.416,781.331,390.179,697.706,599.337
除税前盈利/(亏损),214.479,313.801,121.986,311.676,150.067,91.2,207.828
税项,-9.388,,,,,,
除税后盈利/(亏损),205.091,313.801,121.986,311.676,150.067,91.2,207.828
少数股东权益,3.36,,,,,,
股东应占盈利/(亏损),201.731,313.801,121.986,311.676,150.067,91.2,207.828
股息,124.1136312,214.941,97.62,,,,
除税及股息后盈利/(亏损),77.6173688,98.86,24.366,311.676,150.067,91.2,207.828
基本每股盈利(仙),6.000000,12.000000,6.000000,,,,
摊薄每股盈利(仙),6.000000,12.000000,6.000000,--,--,--,--
每股股息(仙),4.700000,8.000000,3.700000,--,--,--,--
销售成本,-249.814,-410.464,-211.016,-375.133,-192.022,-379.404,-332.495
折旧,-45.028,-69.911,-34.376,-68.657,-33.999,-61.064,-52.599
销售及分销费用,-1.904,-3.755,-2.109,-4.196,-2.709,-4.395,-4.01
一般及行政费用,-63.883,-147.203,-90.339,-70.421,-34.132,-54.283,-46.256
利息费用/融资成本,-3.069,-10.456,-6.788,-27.338,-15.225,-27.925,-20.306
毛利,267.291,435.758,210.4,406.198,198.157,318.302,266.842
经营盈利,207.568,308.73,127.767,337.686,164.088,115.513,225.314
应占联营公司盈利,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币
