报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31
报表类型,年报,中报,年报,中报,年报,年报,年报
营业额,1672.758,745.589,1728.466,746.213,1659.693,1479.719,1484.634
除税前盈利/(亏损),137.295,58.962,127.213,52.154,118.78,93.334,75.659
税项,-21.456,-9.225,-19.609,-7.855,-18.07,-14.227,-15.002
除税后盈利/(亏损),115.839,49.737,107.604,44.299,100.71,79.107,60.657
少数股东权益,,,,,,-0.523,-1.074
股东应占盈利/(亏损),115.839,49.737,107.604,44.299,100.71,79.63,61.731
股息,6.3315,,,,,,
除税及股息后盈利/(亏损),109.5075,49.737,107.604,44.299,100.71,79.63,61.731
基本每股盈利(仙),54.890000,23.570000,65.820000,27.990000,63.620000,50.310000,39.000000
摊薄每股盈利(仙),54.890000,23.570000,65.820000,27.990000,63.620000,50.310000,39.000000
每股股息(仙),3.000000,--,--,--,--,--,--
销售成本,-1448.589,-651.027,-1523.678,-654.581,-1461.994,-1316.276,-1327.95
折旧,-9.123,--,-9.226,--,-9.566,-9.187,-3.439
销售及分销费用,-7.905,-2.084,-4.377,-1.998,-3.792,-5.997,-5.163
一般及行政费用,-54.5,-22.112,-61.2,-30.127,-61.114,-53.446,-67.103
利息费用/融资成本,-30.759,-13.325,-15.609,-7.737,-15.275,-12.672,-9.82
毛利,224.169,94.562,204.788,91.632,197.699,163.443,156.684
经营盈利,167.125,71.885,141.646,59.837,133.817,105.596,84.939
应占联营公司盈利,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币
