报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31
报表类型,年报,中报,年报,中报,年报,年报
营业额,644.407,308.347,468.039,226.897,366.968,204.847
除税前盈利/(亏损),104.385,58.767,85.416,38.504,75.223,35.772
税项,-34.183,-17.001,-24.264,-11.559,-19.379,-9.301
除税后盈利/(亏损),70.202,41.766,61.152,26.945,55.844,26.471
少数股东权益,,,,,,
股东应占盈利/(亏损),70.202,41.766,61.152,26.945,55.844,26.471
股息,,,,,,
除税及股息后盈利/(亏损),70.202,41.766,61.152,26.945,55.844,26.471
基本每股盈利(仙),8.120000,4.200000,,2.700000,,
摊薄每股盈利(仙),8.120000,4.200000,--,2.700000,--,--
每股股息(仙),--,--,--,--,--,--
销售成本,-480.901,-229.034,-349.642,-171.122,-272.862,-156.944
折旧,-0.101,-0.054,-0.116,-0.062,-0.129,-0.119
销售及分销费用,-23.806,-11.363,-17.838,-8.609,-14.547,-8.536
一般及行政费用,-34.912,-9.08,-14.039,-8.159,-2.707,-1.851
利息费用/融资成本,--,--,-0.219,-0.219,-1.028,-1.313
毛利,163.506,79.313,118.397,55.775,94.106,47.903
经营盈利,104.385,58.767,85.416,38.504,75.223,35.772
应占联营公司盈利,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币
