报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,32.32,146.591,109.602,73.463,35.772,146.164,108.901,72.19
除税前盈利/(亏损),0.827,2.674,3.093,2.507,1.292,6.386,5.409,3.513
税项,-0.519,-1.559,-1.447,-1.088,-0.582,-1.572,-1.526,-0.904
除税后盈利/(亏损),0.308,1.115,1.646,1.419,0.71,4.814,3.883,2.609
少数股东权益,,,,,,,,
股东应占盈利/(亏损),0.308,1.115,1.646,1.419,0.71,4.814,3.883,2.609
股息,,,,,,1.12,,
除税及股息后盈利/(亏损),0.308,1.115,1.646,1.419,0.71,3.694,3.883,2.609
基本每股盈利(仙),0.110000,0.400000,0.600000,0.500000,0.250000,1.700000,1.400000,0.900000
摊薄每股盈利(仙),0.110000,0.400000,0.600000,0.500000,0.250000,1.700000,1.400000,0.900000
每股股息(仙),--,--,--,--,--,0.400000,--,--
销售成本,--,--,--,--,--,--,--,--
折旧,-2.096,-4.732,-6.754,-2.435,-2.353,-5.603,-6.171,-2.051
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,--,--,--,--,--,--,--,--
利息费用/融资成本,-0.148,-0.469,-0.365,-0.224,-0.11,-0.515,-0.377,-0.22
毛利,32.32,146.591,109.602,73.463,35.772,146.164,108.901,72.19
经营盈利,0.975,3.143,3.458,2.731,1.402,6.901,5.786,3.733
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
