报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,280.964,141.268,266.967,135.425,279.696,145.333,301.593,147.787
除税前盈利/(亏损),43.134,6.171,25.769,11.246,5.826,15.208,35.674,8.09
税项,-0.043,-2.371,-3.845,-1.879,-3.024,-2.633,-3.036,-0.81
除税后盈利/(亏损),43.091,3.8,21.924,9.367,2.802,12.575,32.638,7.28
少数股东权益,,,,,,,,
股东应占盈利/(亏损),43.091,3.8,21.924,9.367,2.802,12.575,32.638,7.28
股息,13.44,6.4,12.8,6.4,12.8,6.4,14.4,6.4
除税及股息后盈利/(亏损),29.651,-2.6,9.124,2.967,-9.998,6.175,18.238,0.88
基本每股盈利(仙),13.500000,1.200000,6.900000,2.900000,0.900000,3.900000,10.200000,2.300000
摊薄每股盈利(仙),13.500000,1.200000,6.900000,2.900000,0.900000,3.900000,10.200000,2.300000
每股股息(仙),4.200000,2.000000,4.000000,2.000000,4.000000,2.000000,4.500000,2.000000
销售成本,-184.605,-104.881,-167.79,-92.579,-182.814,-101.018,-198.858,-102.314
折旧,-5.281,-2.612,-5.347,-2.625,-4.016,-2.651,-5.637,-3.024
销售及分销费用,-13.835,-6.885,-13.324,-6.752,-14.763,-7.85,-17.463,-9.272
一般及行政费用,-56.069,-30.15,-60.522,-29.496,-68.298,-27.828,-60.752,-33.617
利息费用/融资成本,--,--,--,--,--,--,--,--
毛利,96.359,36.387,99.177,42.846,96.882,44.315,102.735,45.473
经营盈利,43.134,6.171,25.769,11.246,5.826,15.208,35.674,8.09
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
