报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,15.15,107.546,74,60.286,12.128,57.494,46.05,34.129
除税前盈利/(亏损),-3.471,-38.048,-24.409,-17.409,-7.796,-60.525,-17.686,-4.598
税项,-0.017,-0.133,-0.018,-0.015,-0.042,-0.151,-0.036,-0.065
除税后盈利/(亏损),-3.488,-38.181,-24.427,-17.424,-7.838,-60.676,-17.722,-4.663
少数股东权益,0.143,-2.147,-1.894,-1.181,-0.214,-1.093,-0.563,-0.452
股东应占盈利/(亏损),-3.631,-36.034,-22.533,-16.243,-7.624,-59.583,-17.159,-4.211
股息,,,,,,,,
除税及股息后盈利/(亏损),-3.631,-36.034,-22.533,-16.243,-7.624,-59.583,-17.159,-4.211
基本每股盈利(仙),-0.060000,-0.630000,-0.390000,-0.280000,-0.130000,-1.030000,-0.300000,-0.070000
摊薄每股盈利(仙),-0.060000,-0.630000,-0.390000,--,--,--,--,--
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-10.008,-88.672,-53.352,-44.655,-6.783,-36.762,-21.32,-13.893
折旧,--,-3.458,--,-1.309,--,-3.103,--,-0.879
销售及分销费用,-2.115,-13.421,-10.637,-8.009,-4.041,-23.42,-19.161,-12.867
一般及行政费用,-4.884,-35.888,-20.975,-14.901,-8.454,-39.685,-27.332,-16.512
利息费用/融资成本,--,-0.413,-0.39,-0.286,--,--,--,--
毛利,5.142,18.874,20.648,15.631,5.345,20.732,24.73,20.236
经营盈利,-3.471,-38.048,-24.409,-17.409,-7.796,-60.525,-17.686,-4.598
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
