报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,289.607,108.285,41.835,-143.952,-240.978,-14.976,33.189,227.678
除税前盈利/(亏损),241.791,408.195,242.113,-404.625,91.743,462.387,866.583,480.082
税项,-2.614,10.013,4.097,27.159,0.069,-42.816,-0.4,-2.746
除税后盈利/(亏损),239.177,418.208,246.21,-377.466,91.812,419.571,866.183,477.336
少数股东权益,8.032,,,243.53,243.99,-113.454,-7.469,
股东应占盈利/(亏损),231.145,418.208,246.21,-620.996,-152.178,533.025,873.652,477.336
股息,,,,,,,,
除税及股息后盈利/(亏损),231.145,418.208,246.21,-620.996,-152.178,533.025,873.652,477.336
基本每股盈利(仙),1.530000,2.920000,1.720000,-6.010000,-1.470000,5.160000,127.000000,180.000000
摊薄每股盈利(仙),1.530000,2.920000,1.690000,-6.010000,-1.470000,5.160000,127.000000,180.000000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-5.527,-39.057,-30.099,-90.251,-21.009,-20.195,-4.998,-3.453
折旧,-0.816,-0.945,-0.536,-4.936,-2.057,-1.12,-0.557,-1.188
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,-60.49,-124.762,-39.247,-95.46,-68.264,-46.516,-19.931,-35.405
利息费用/融资成本,-86.002,-29.92,-5.635,-9.085,-4.653,-7.705,-2.889,-7.685
毛利,284.08,69.228,11.736,-234.203,-261.987,-35.171,28.191,224.225
经营盈利,241.791,408.195,242.113,-404.625,91.743,462.387,866.583,480.082
应占联营公司盈利,92.117,-27.771,-7.652,--,10.165,-5.539,114.395,-98.193
币种,港币,港币,港币,港币,港币,港币,港币,港币
