报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,24.163,96.959,68.957,47.745,27.806,99.563,76.473,47.229
除税前盈利/(亏损),5.89,14.117,6.267,2.136,1.586,3.205,3.082,1.031
税项,-1.565,-4.544,-2.666,-1.525,-0.953,-2.946,-2.172,-1.139
除税后盈利/(亏损),4.325,9.573,3.601,0.611,0.633,0.259,0.91,-0.108
少数股东权益,,,,,,,,
股东应占盈利/(亏损),4.325,9.573,3.601,0.611,0.633,0.259,0.91,-0.108
股息,,,,,,,,
除税及股息后盈利/(亏损),4.325,9.573,3.601,0.611,0.633,0.259,0.91,-0.108
基本每股盈利(仙),0.650000,1.460000,0.550000,0.100000,0.100000,0.060000,0.230000,-0.030000
摊薄每股盈利(仙),0.650000,1.460000,0.550000,0.100000,0.100000,0.060000,0.230000,-0.030000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-14.795,-62.958,-46.483,-33.776,-20.065,-72.051,-56.484,-35.664
折旧,--,-3.766,--,-1.54,--,-3.071,--,-1.98
销售及分销费用,-1.177,-5.428,-3.975,-2.601,-1.088,-4.388,-3.255,-1.922
一般及行政费用,-2.362,-13.813,-11.266,-8.408,-4.63,-18.531,-12.47,-7.915
利息费用/融资成本,--,-1.035,-1.036,-0.876,-0.476,-1.776,-1.38,-0.888
毛利,9.368,34.001,22.474,13.969,7.741,27.512,19.989,11.565
经营盈利,5.89,14.117,6.267,2.136,1.586,3.205,3.082,1.031
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
