报告期,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31
报表类型,三季报,中报,一季报,年报,三季报,中报,一季报,年报
营业额,768.014,522.992,240.928,3030.703,2769.791,2464.554,1992.409,5158.972
除税前盈利/(亏损),213.015,157.093,92.946,118.873,73.68,58.067,22.79,60.143
税项,-24.725,-19.636,-13.316,-20.955,-14.012,-10.125,-4.318,-17.864
除税后盈利/(亏损),188.29,137.457,79.63,97.918,59.668,47.942,18.472,42.279
少数股东权益,73.967,54.623,30.823,48.731,31.308,24.363,9.685,48.45
股东应占盈利/(亏损),114.323,82.834,48.807,49.187,28.36,23.579,8.787,-6.171
股息,,,,9.502,,,,
除税及股息后盈利/(亏损),114.323,82.834,48.807,39.685,28.36,23.579,8.787,-6.171
基本每股盈利(仙),3.200000,2.300000,1.400000,1.500000,0.900000,0.700000,0.300000,-0.300000
摊薄每股盈利(仙),3.200000,2.300000,1.400000,1.500000,0.900000,0.700000,0.300000,-0.300000
每股股息(仙),--,0.300000,--,0.300000,--,--,--,--
销售成本,-492.652,-325.362,-126.61,-2815.071,-2615.554,-2364.118,-1948.835,-4985.525
折旧,--,-26.234,--,-27.122,--,-9.257,--,-12.217
销售及分销费用,-18.97,-13.278,-6.972,-16.137,-12.427,-7.054,-3.511,-20.948
一般及行政费用,-49.3,-29.186,-15.477,-57.727,-56.55,-27.505,-13.635,-60.969
利息费用/融资成本,-3.601,-2.509,-1.033,-12.187,-11.265,-7.873,-3.774,-32.766
毛利,275.362,197.63,114.318,215.632,154.237,100.436,43.574,173.447
经营盈利,216.616,159.602,93.979,133.793,84.945,65.94,26.564,92.909
应占联营公司盈利,3.656,0.651,0.759,-0.033,-0.267,-0.093,-0.013,-0.241
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
