报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-03-31,2013-03-31
报表类型,中报,年报,中报,年报,中报,年报,年报,年报
营业额,12.071,152.417,60.305,645.486,535.626,1228.771,1389.372,509.833
除税前盈利/(亏损),902.727,24.21,3.739,393.429,128.041,540.638,530.873,225.777
税项,1.325,4.175,-0.248,15.314,-20.591,-80.95,-103.866,-38.596
除税后盈利/(亏损),904.052,28.385,3.491,408.743,107.45,459.688,427.007,187.181
少数股东权益,0.202,-10.431,-7.934,-1.257,-0.743,-0.176,-0.312,
股东应占盈利/(亏损),903.85,38.816,11.425,410,108.193,459.864,427.319,187.181
股息,,,,,,477.9,253.7,244
除税及股息后盈利/(亏损),903.85,38.816,11.425,410,108.193,-18.036,173.619,-56.819
基本每股盈利(仙),5.950000,0.260000,0.760000,35.960000,9.490000,,,
摊薄每股盈利(仙),5.950000,0.260000,0.760000,35.960000,9.490000,--,--,--
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-1.801,-92.464,-26.786,-417.11,-352.306,-666.005,-596.54,-201.448
折旧,-0.163,-0.092,-0.019,-1.487,-0.984,-0.039,-0.062,-0.097
销售及分销费用,-11.29,-52.669,-37.215,-48.384,-32.603,-64.277,-55.981,-41.678
一般及行政费用,-50.008,-71.157,-39.723,-139.885,-49.91,-107.918,-97.088,-60.721
利息费用/融资成本,-29.407,-12.333,-3.694,-28.591,-15.274,-24.649,-18.95,-11.09
毛利,10.27,59.953,33.519,228.376,183.32,562.766,792.832,308.385
经营盈利,902.727,24.21,3.739,393.429,128.041,540.638,530.873,225.777
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
