报告期,2018-03-31,2017-09-30,2017-03-31,2016-09-30
报表类型,中报,年报,中报,年报
营业额,311.871983,694.915957,359.093402,516.879122
除税前盈利/(亏损),20.085877,76.295427,46.460222,86.630439
税项,-6.673044,-21.172485,-14.906079,-21.649639
除税后盈利/(亏损),13.412833,55.122942,31.554143,64.9808
少数股东权益,-0.139003,0.289484,-1.044317,2.061678
股东应占盈利/(亏损),13.551836,54.833458,32.59846,62.919122
股息,,14.598727330576,,
除税及股息后盈利/(亏损),13.551836,40.234730669423996,32.59846,62.919122
基本每股盈利(仙),0.750000,3.870000,2.410000,4.660000
摊薄每股盈利(仙),0.750000,3.860000,2.410000,--
每股股息(仙),--,1.500000,--,--
销售成本,-267.028758,-566.838143,-293.185226,-412.617611
折旧,-4.641563,-8.004817,-3.633901,-5.144361
销售及分销费用,--,--,--,--
一般及行政费用,-37.119671,-75.056689,-31.743527,-38.252274
利息费用/融资成本,-10.867851,-18.852357,-9.818035,-23.868286
毛利,44.843225,128.077814,65.908176,104.261511
经营盈利,20.085877,76.295427,46.460222,86.630439
应占联营公司盈利,--,--,--,--
币种,马来西亚，林吉特,马来西亚，林吉特,马来西亚，林吉特,马来西亚，林吉特
