报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,0.718333,0.35,0.35,,,,,
除税前盈利/(亏损),-45.248621,-20.892005,-76.8152,0.504926,-60.402871,-12.732891,-25.202733,-16.891068
税项,,,,,,,,
除税后盈利/(亏损),-45.248621,-20.892005,-76.8152,0.504926,-60.402871,-12.732891,-25.202733,-16.891068
少数股东权益,,,,,,,,
股东应占盈利/(亏损),-45.248621,-20.892005,-76.8152,0.504926,-60.402871,-12.732891,-25.202733,-16.891068
股息,,,,,,,,
除税及股息后盈利/(亏损),-45.248621,-20.892005,-76.8152,0.504926,-60.402871,-12.732891,-25.202733,-16.891068
基本每股盈利(仙),-2.700000,-1.290000,-5.000000,0.030000,-4.000000,-0.850000,-1.700000,-1.100000
摊薄每股盈利(仙),-2.700000,-1.290000,-5.000000,0.030000,-4.000000,-0.850000,-1.700000,-1.100000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,--,--,--,--,--,--,--,--
折旧,-1.308517,-0.654258,-1.308517,-0.654258,-1.31754,-0.66328,-1.310131,-0.623884
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,-35.469734,-17.53657,-33.812406,-16.809909,-38.561036,-21.030456,-48.52835,-24.271573
利息费用/融资成本,-7.794716,-5.099397,-5.517731,-2.53203,-1.750791,-0.568408,--,--
毛利,0.718333,0.35,0.35,--,--,--,--,--
经营盈利,-37.453905,-15.792608,-71.297469,3.036956,-58.65208,-12.164483,-25.202733,-16.891068
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
