报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,年报
营业额,52.338,218.648,126.804,192.154,63.021,166.51,75.548
除税前盈利/(亏损),0.773,24.081,7.961,32.324,12.426,34.752,20.793
税项,-0.007,-5.923,-2.928,-6.771,-2.089,-6.542,-3.412
除税后盈利/(亏损),0.766,18.158,5.033,25.553,10.337,28.21,17.381
少数股东权益,,,,,,,
股东应占盈利/(亏损),0.766,18.158,5.033,25.553,10.337,28.21,17.381
股息,,20.0011,,16.2,,,
除税及股息后盈利/(亏损),0.766,-1.8431,5.033,9.353,10.337,28.21,17.381
基本每股盈利(仙),0.019000,0.500000,0.126000,1.000000,0.258000,1.000000,1.000000
摊薄每股盈利(仙),0.019000,0.500000,0.126000,1.000000,0.258000,1.000000,1.000000
每股股息(仙),--,--,--,--,--,--,--
销售成本,-41.953,-167.403,-102.509,-146.465,-46.256,-124.659,-51.423
折旧,-3.786,-6.925,-3.202,-5.469,-2.224,-1.726,-0.658
销售及分销费用,--,--,--,--,--,--,--
一般及行政费用,-10.062,-28.226,-16.479,-13.962,-5.106,-7.894,-3.451
利息费用/融资成本,-0.132,-0.435,-0.255,-0.283,-0.052,-0.009,-0.006
毛利,10.385,51.245,24.295,45.689,16.765,41.851,24.125
经营盈利,0.773,24.081,7.961,32.324,12.426,34.752,20.793
应占联营公司盈利,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币
