报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,1305.2,501.248,1141.666,589.876,1444.099,824.99,2312.702,986.192
除税前盈利/(亏损),39.717,31.778,364.081,33.251,264.893,28.345,126.107,32.941
税项,-4.236,-4.01,-95.023,-3.832,-35.172,-0.059,-6.511,-3.053
除税后盈利/(亏损),35.481,27.768,269.058,29.419,229.721,28.286,119.596,29.888
少数股东权益,,,,,,,,
股东应占盈利/(亏损),35.481,27.768,269.058,29.419,229.721,28.286,119.596,29.888
股息,,,,,18.497,,18.497,
除税及股息后盈利/(亏损),35.481,27.768,269.058,29.419,211.224,28.286,101.099,29.888
基本每股盈利(仙),2.900000,2.300000,21.800000,2.400000,18.600000,2.300000,9.700000,2.400000
摊薄每股盈利(仙),2.900000,2.300000,21.800000,2.400000,18.600000,2.300000,9.700000,2.400000
每股股息(仙),--,--,--,--,1.500000,--,1.500000,--
销售成本,-1127.868,-449.219,-938.014,-519.895,-1225.048,-740.84,-2072.727,-884.547
折旧,-36.001,-23.641,-29.599,-8.723,-28.621,-10.754,-25.091,-5.716
销售及分销费用,-43.871,-14.662,-48.201,-15.274,-40.156,-14.7,-43.099,-19.491
一般及行政费用,-59.952,-22.675,-54.22,-20.616,-46.2,-17.053,-44.337,-20.227
利息费用/融资成本,-40.078,-21.108,-35.986,-39.443,-52.678,-39.939,-76.169,-36.302
毛利,177.332,52.029,203.652,69.981,219.051,84.15,239.975,101.645
经营盈利,39.717,31.778,364.081,33.251,264.893,28.345,126.107,32.941
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
