报告期,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31
报表类型,年报,三季报,中报,一季报,年报,三季报,中报,一季报
营业额,645.303,481.981,309.492,153.067,654.119,473.513,296.987,149.617
除税前盈利/(亏损),172.768,108.069,65.281,21.114,167.285,103.882,62.268,19.903
税项,-28.366,-16.243,-9.824,-3.167,-24.615,-15.582,-9.314,-2.985
除税后盈利/(亏损),144.402,91.826,55.457,17.947,142.67,88.3,52.954,16.918
少数股东权益,,,,,,,,
股东应占盈利/(亏损),144.402,91.826,55.457,17.947,142.67,88.3,52.954,16.918
股息,,,,,,,,
除税及股息后盈利/(亏损),144.402,91.826,55.457,17.947,142.67,88.3,52.954,16.918
基本每股盈利(仙),25.770000,16.400000,9.900000,3.200000,25.470000,15.700000,9.450000,3.020000
摊薄每股盈利(仙),--,--,--,--,--,--,--,--
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-114.25,-85.712,-59.732,-28.008,-135.266,-95.043,-57.526,-26.511
折旧,-20.874,--,-9.161,--,-18.322,--,-10.691,--
销售及分销费用,-335.128,-286.931,-186.596,-104.802,-327.202,-257.232,-164.381,-94.129
一般及行政费用,-47.165,-17.027,-11.191,-5.301,-40.4,-23.648,-17.289,-10.862
利息费用/融资成本,--,-0.058,-0.043,-0.028,-0.101,-0.052,-0.034,-0.029
毛利,531.053,396.269,249.76,125.059,518.853,378.47,239.461,123.106
经营盈利,172.768,108.127,65.324,21.142,167.386,103.934,62.302,19.932
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
