报告期,2018-03-31,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,331.521,247.005,529.475,247.077,693.374,371.165,649.475,303.529
除税前盈利/(亏损),319.809,39.288,-219.885,-155.82,196.968,266.909,243.569,13.33
税项,-22.646,-16.486,-23.961,-6.919,-32.326,-23.794,-20.963,-6.117
除税后盈利/(亏损),297.163,22.802,-243.846,-162.739,164.642,243.115,222.606,7.213
少数股东权益,,,,,25.706,25.706,19.739,-43.533
股东应占盈利/(亏损),297.163,22.802,-243.846,-162.739,138.936,217.409,202.867,50.746
股息,4.566,,3.971,,7.942,,7.942,
除税及股息后盈利/(亏损),292.597,22.802,-247.817,-162.739,130.994,217.409,194.925,50.746
基本每股盈利(仙),374.000000,29.000000,-307.000000,-205.000000,175.000000,274.000000,255.000000,64.000000
摊薄每股盈利(仙),374.000000,29.000000,-307.000000,--,--,--,--,--
每股股息(仙),5.000000,--,5.000000,--,10.000000,--,10.000000,--
销售成本,-157.352,-125.027,-296.291,-140.154,-402.589,-220.318,-410.184,-192.684
折旧,-4.119,-1.803,-1.636,-0.477,-0.829,-0.446,-1.711,-0.832
销售及分销费用,-30.118,-25.571,-64.829,-32.197,-83.024,-37.08,-44.143,-13.946
一般及行政费用,-55.396,-27.82,-52.485,-28.705,-63.559,-38.55,-66.249,-31.055
利息费用/融资成本,-16.935,-9.1,-17.203,-9.659,-25.157,-14.311,-45.042,-23.975
毛利,174.169,121.978,233.184,106.923,290.785,150.847,239.291,110.845
经营盈利,319.809,39.288,-219.885,-155.82,196.968,266.909,243.569,13.33
应占联营公司盈利,40.993,-81.173,-371.364,-189.003,559.147,588.675,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
