报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-08-31
报表类型,年报,中报,年报,中报,年报,中报,年报,年报
营业额,487.257,203.905,187.071,67.855,112.81,60.269,23.027,1.391
除税前盈利/(亏损),-203.757,-96.403,-257.042,-125.72,-812.466,-234.961,-236.797,-162.999
税项,-1.163,0.199,-0.074,-0.043,-0.093,-0.073,-0.205,-0.145
除税后盈利/(亏损),-204.92,-96.204,-257.116,-125.763,-812.559,-235.034,-237.002,-163.144
少数股东权益,,,,,,,,
股东应占盈利/(亏损),-204.92,-96.204,-257.116,-125.763,-812.559,-235.034,-237.002,-163.144
股息,,,,,,,,
除税及股息后盈利/(亏损),-204.92,-96.204,-257.116,-125.763,-812.559,-235.034,-237.002,-163.144
基本每股盈利(仙),-25.000000,-11.900000,-32.000000,-15.500000,-100.000000,-29.100000,-29.300000,-20.200000
摊薄每股盈利(仙),-25.000000,-11.900000,-32.000000,-15.500000,-100.000000,-29.100000,-29.300000,-20.200000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-295.178,-124.556,-140.289,-55.932,-343.853,-223.568,-27.767,-0.56
折旧,-46.775,-21.596,-34.23,-17.428,-40.521,-18.215,-37.773,-27.585
销售及分销费用,--,--,--,--,-43.463,--,-10.07,-0.839
一般及行政费用,--,--,--,--,--,--,--,--
利息费用/融资成本,-2.011,-0.782,-1.017,-0.262,-3.234,-1.881,-7.767,-5.751
毛利,192.079,79.349,46.782,11.923,-231.043,-163.299,-4.74,0.831
经营盈利,-203.757,-96.403,-257.042,-125.72,-812.466,-234.961,-236.797,-162.999
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
