报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,523.562,2525.843,1061.917,2317.541,1121.628,2266.696,772.317,2390.268
除税前盈利/(亏损),38.733,136.384,46.701,-270.162,-25.23,-197.903,-35.854,198.455
税项,-12.952,-81.55,-19.509,-33.608,-19.721,-17.467,-16.454,-45.675
除税后盈利/(亏损),25.781,54.834,27.192,-303.77,-44.951,-215.37,-52.308,152.78
少数股东权益,-0.002,-20.672,-18.358,-25.294,-13.349,-20.713,-4.309,3.526
股东应占盈利/(亏损),25.783,75.506,45.55,-278.476,-31.602,-194.657,-47.999,149.254
股息,,,,,,,,22.017
除税及股息后盈利/(亏损),25.783,75.506,45.55,-278.476,-31.602,-194.657,-47.999,127.237
基本每股盈利(仙),2.000000,5.000000,3.000000,-17.000000,-2.000000,-12.000000,-3.000000,9.000000
摊薄每股盈利(仙),2.000000,5.000000,3.000000,-17.000000,-2.000000,-12.000000,-3.000000,9.000000
每股股息(仙),--,--,--,--,--,--,--,1.341440
销售成本,-395.142,-2061.53,-851.477,-1924.478,-905.259,-1917.437,-595.357,-1831.282
折旧,-7.045,-12.266,-6.269,-13.769,-7.062,-22.05,-9.654,-19.316
销售及分销费用,-79.55,-311.209,-144.351,-412.525,-179.677,-428.712,-171.446,-373.619
一般及行政费用,--,--,--,--,--,--,--,--
利息费用/融资成本,-26.518,-58.59,-27.958,-85.6,-48.364,-76.35,-40.018,-58.018
毛利,128.42,464.313,210.44,393.063,216.369,349.259,176.96,558.986
经营盈利,52.939,182.87,71.326,-196.99,27.871,-128.118,15.141,218.182
应占联营公司盈利,-0.059,6.862,-2.921,5.963,-8.001,12.7,4.974,10.664
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
