报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,19.127403,57.648773,11.211938,21.501034,10.503369,11.826488,5.126459,22.628298
除税前盈利/(亏损),-2.104476,-27.372125,-0.316311,4.571992,3.216406,4.261404,2.070433,7.023307
税项,-0.182019,-4.062584,0.144731,-0.587357,-0.186626,-0.373953,-0.140538,-1.276038
除税后盈利/(亏损),-2.286495,-31.434709,-0.17158,3.984635,3.02978,3.887451,1.929895,5.747269
少数股东权益,0.194975,7.555151,-0.085293,0.002434,,,,
股东应占盈利/(亏损),-2.48147,-38.98986,-0.086287,3.982201,3.02978,3.887451,1.929895,5.747269
股息,,,,,,,,
除税及股息后盈利/(亏损),-2.48147,-38.98986,-0.086287,3.982201,3.02978,3.887451,1.929895,5.747269
基本每股盈利(仙),-0.250000,-5.020000,-0.010000,0.610000,0.470000,0.610000,0.300000,1.000000
摊薄每股盈利(仙),-0.250000,-5.020000,-0.010000,0.610000,0.470000,0.610000,0.300000,1.000000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-17.561292,-38.384602,-9.451339,-18.479236,-8.368746,-8.192581,-3.471999,-13.515642
折旧,-0.113337,-0.208169,-0.096076,-0.095316,-0.046793,-0.090071,-0.043159,-0.041217
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,-2.162159,-5.006815,-1.372755,-1.985768,-0.765851,-1.417087,-0.621737,-2.771721
利息费用/融资成本,-0.003768,-0.009721,-0.006011,-0.039114,-0.003295,-0.000258,-0.000183,-0.002568
毛利,1.566111,19.264171,1.760599,3.021798,2.134623,3.633907,1.65446,9.112656
经营盈利,-2.104476,-27.372125,-0.316311,4.571992,3.216406,4.261404,2.070433,7.023307
应占联营公司盈利,0.021673,0.042228,-0.039476,-0.118107,-0.012184,0.267858,0.112175,0.426059
币种,新加坡元,新加坡元,新加坡元,新加坡元,新加坡元,新加坡元,新加坡元,新加坡元
