报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,3109.014,1490.354,2693.094,1289.887,2251.97,990.84,1343.936,574.759
除税前盈利/(亏损),575.839,274.684,444.708,232.23,429.471,208.264,344.309,153.983
税项,-146.682,-77.778,-110.299,-64.767,-111.489,-56.195,-93.37,-38.32
除税后盈利/(亏损),429.157,196.906,334.409,167.463,317.982,152.069,250.939,115.663
少数股东权益,24.907,10.091,21.03,16.383,33.74,15.152,30.786,12.419
股东应占盈利/(亏损),404.25,186.815,313.379,151.08,284.242,136.917,220.153,103.244
股息,100.390145,77.998173,73.251,70.205058,,,,
除税及股息后盈利/(亏损),303.859855,108.816827,240.128,80.874942,284.242,136.917,220.153,103.244
基本每股盈利(仙),41.000000,19.000000,31.000000,15.000000,30.000000,16.000000,27.000000,12.000000
摊薄每股盈利(仙),41.000000,19.000000,31.000000,15.000000,30.000000,16.000000,27.000000,12.000000
每股股息(仙),10.180000,7.880000,7.094010,7.094010,--,--,--,--
销售成本,-2341.07,-1111.29,-2000.745,-961.741,-1643.2,-717.804,-882.44,-372.574
折旧,-110.515,-51.532,-100.746,-51.828,-85.279,-37.72,-46.535,-20.56
销售及分销费用,-29.449,-11.37,-23.541,-10.133,-17.839,-8.867,-16.148,-7.935
一般及行政费用,-134.06,-57.871,-117.205,-49.927,-114.812,-47.22,-84.111,-37.23
利息费用/融资成本,-131.701,-80.971,-262.835,-85.045,-141.919,-50.968,-66.922,-30.198
毛利,767.944,379.064,692.349,328.146,608.77,273.036,461.496,202.185
经营盈利,636.889,311.888,607.738,284.778,526.072,224.877,371.182,158.372
应占联营公司盈利,23.371,21.937,20.768,4.241,0.382,-0.063,-0.106,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
