报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,322.805,156.648,327.64,163.167,327.821,158.15,325.627,152.705
除税前盈利/(亏损),23.308,11.65,28.476,17.386,15.878,5.626,-1.496,1.229
税项,-4.57,-2.369,-6.243,-3.514,-4.048,-1.41,-1.432,-1.187
除税后盈利/(亏损),18.738,9.281,22.233,13.872,11.83,4.216,-2.928,0.042
少数股东权益,-0.323,-0.08,-0.268,-0.076,-0.265,-0.239,-0.494,-0.399
股东应占盈利/(亏损),19.061,9.361,22.501,13.948,12.095,4.455,-2.434,0.441
股息,11.425,4.68,22.501,9.761,7.253,2.67,,
除税及股息后盈利/(亏损),7.636,4.681,0,4.187,4.842,1.785,-2.434,0.441
基本每股盈利(仙),1.250000,0.610000,1.480000,0.920000,0.790000,0.290000,-0.160000,0.030000
摊薄每股盈利(仙),1.250000,0.610000,1.480000,0.920000,0.790000,0.290000,-0.160000,0.030000
每股股息(仙),0.750000,0.307000,1.478000,0.641000,0.476000,0.175000,--,--
销售成本,-254.668,-122.83,-248.61,-122.826,-267.118,-132.409,-281.511,-128.746
折旧,-18.17,-8.81,-18.475,-9.457,-20.758,-11.24,-20.175,-10.728
销售及分销费用,-21.746,-10.498,-21.517,-10.845,-20.737,-10.245,-22.627,-10.634
一般及行政费用,-24.272,-12.414,-24.743,-12.4,-21.937,-10.514,-23.491,-12.372
利息费用/融资成本,-0.804,-0.569,-0.875,-0.485,-1.136,-0.575,-0.91,-0.488
毛利,68.137,33.818,79.03,40.341,60.703,25.741,44.116,23.959
经营盈利,23.054,11.827,28.68,17.602,16.243,5.961,-1.132,1.622
应占联营公司盈利,0.205,0.036,-0.015,-0.012,-0.028,-0.017,-0.097,-0.016
币种,美元,美元,美元,美元,美元,美元,美元,美元
