报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,43.671,13.009,40.11,20.76,69.383,40.461,97.473,46.828
除税前盈利/(亏损),-0.943,-2.359,-13.166,-1,4.96,7.113,22.351,8.953
税项,-2.287,,0.179,-0.711,-3.78,-1.458,-11.743,-2.43
除税后盈利/(亏损),-3.23,-2.359,-12.987,-1.711,1.18,5.655,10.608,6.523
少数股东权益,,,,,,,,
股东应占盈利/(亏损),-3.23,-2.359,-12.987,-1.711,1.18,5.655,10.608,6.523
股息,,,,,120.6,,,
除税及股息后盈利/(亏损),-3.23,-2.359,-12.987,-1.711,-119.42,5.655,10.608,6.523
基本每股盈利(仙),-0.400000,-0.300000,-1.600000,-0.200000,0.100000,2.800000,5.300000,3.260000
摊薄每股盈利(仙),--,-0.300000,-1.600000,-0.200000,0.100000,2.800000,5.300000,3.260000
每股股息(仙),--,--,--,--,15.000000,--,--,--
销售成本,-25.343,-7.357,-29.061,-13.212,-35.488,-22.637,-53.225,-25.797
折旧,-1.499,-0.89,-1.798,-0.962,-2.012,-0.925,-1.939,-0.788
销售及分销费用,-9.853,-2.96,-8.005,-3.34,-10.705,-6.14,-10.58,-5.117
一般及行政费用,-13.825,-6.285,-16.889,-7.17,-15.641,-7.782,-13.218,-6.794
利息费用/融资成本,--,--,--,--,--,--,--,--
毛利,18.328,5.652,11.049,7.548,33.895,17.824,44.248,21.031
经营盈利,-0.943,-2.359,-13.166,-1,4.96,7.113,22.351,8.953
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
