报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-06-30,2013-12-31
报表类型,年报,中报,年报,中报,年报,中报,中报,年报
营业额,8478.895,4289.168,7644.931,3846.117,7137.373,3620.473,1679.804,3398.311
除税前盈利/(亏损),351.55,214.083,300.556,158.092,282.232,151.7,48.629,95.34
税项,-98.776,-54.783,-97.407,-44.332,-95.248,-50.468,-10.764,-26.406
除税后盈利/(亏损),252.774,159.3,203.149,113.76,186.984,101.232,37.865,68.934
少数股东权益,-0.65,0.469,-0.252,0.932,1.277,0.35,0.26,1.947
股东应占盈利/(亏损),253.424,158.831,203.401,112.828,185.707,100.882,37.605,66.987
股息,,,50.34,,46.025,,,16.684
除税及股息后盈利/(亏损),253.424,158.831,153.061,112.828,139.682,100.882,37.605,50.303
基本每股盈利(仙),17.960000,11.260000,14.410000,7.980000,13.130000,7.120000,2.610000,4.660000
摊薄每股盈利(仙),17.890000,11.230000,14.360000,7.960000,13.100000,7.120000,--,--
每股股息(仙),--,--,3.500000,--,3.200000,--,--,1.160000
销售成本,-6793.966,-3424.51,-6055.232,-3045.588,-5644.181,-2854.667,-1337.984,-2745.92
折旧,-295.521,-144.342,-280.361,-136.451,-262.882,-130.93,-82.218,-165.893
销售及分销费用,-399.869,-191.685,-370.963,-182.573,-364.597,-185.412,-79.583,-154.991
一般及行政费用,-638.161,-299.232,-624.366,-306.941,-579.812,-278.087,-163.187,-310.596
利息费用/融资成本,-123.308,-60.677,-123.505,-61.583,-143.902,-79.825,-22.044,-54.394
毛利,1684.929,864.658,1589.699,800.529,1493.192,765.806,341.82,652.391
经营盈利,351.55,214.083,300.556,158.092,282.232,151.7,48.629,95.34
应占联营公司盈利,41.601,22.017,29.601,16.155,18.811,9.434,-6.265,10.226
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
