报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,1838.731,873.687,1313.291,630.32,1189.164,676.937,1941.973,1015.225
除税前盈利/(亏损),319.227,145.217,69.097,22.673,-351.561,18.628,169.493,83.275
税项,-85.368,-35.76,-23.65,-5.247,38.052,-3.887,60.15,-7.999
除税后盈利/(亏损),233.859,109.457,45.447,17.426,-313.509,14.741,229.643,75.276
少数股东权益,91.431,43.799,33.615,10.715,-33.607,13.697,82.822,31.479
股东应占盈利/(亏损),142.428,65.658,11.832,6.711,-279.902,1.044,146.821,43.797
股息,21.367,,,,,,9.874,
除税及股息后盈利/(亏损),121.061,65.658,11.832,6.711,-279.902,1.044,136.947,43.797
基本每股盈利(仙),4.080000,1.880000,0.340000,0.190000,-8.020000,0.030000,4.210000,1.260000
摊薄每股盈利(仙),4.080000,--,--,--,--,--,--,--
每股股息(仙),0.612400,--,--,--,--,--,0.283000,--
销售成本,-1406.783,-671.954,-1113.378,-565.571,-1063.555,-597.767,-1639.386,-879.237
折旧,--,-45.326,-106.659,-45.182,-120.245,-56.767,-114.14,-53.792
销售及分销费用,-46.282,-22.874,-28.273,-12.432,-16.47,-6.254,-9.091,-2.596
一般及行政费用,-53.443,-23.016,-46.349,-22.11,-48.159,-26.306,-59.506,-32.465
利息费用/融资成本,-23.117,-12.229,-22.411,-10.765,-20.029,-10.156,-18.415,-8.136
毛利,431.948,201.733,199.913,64.749,125.609,79.17,302.587,135.988
经营盈利,319.227,145.217,69.097,22.673,-351.561,18.628,169.493,83.275
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,美元,美元,美元,美元,美元,美元,美元,美元
