报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,13.039,3.639,1.117,0.782,7.399,5.399,37.261,20.074
除税前盈利/(亏损),-241.627,-12.217,-165.489,-20.189,-1283.919,-40.789,-40.24,-16.284
税项,6.774,0.629,2.801,0.574,2.483,0.456,3.586,1.111
除税后盈利/(亏损),-234.853,-11.588,-162.688,-19.615,-1281.436,-40.333,-36.654,-15.173
少数股东权益,0.657,0.324,,,,,,
股东应占盈利/(亏损),-235.51,-11.912,-162.688,-19.615,-1281.436,-40.333,-36.654,-15.173
股息,,,,,,,,
除税及股息后盈利/(亏损),-235.51,-11.912,-162.688,-19.615,-1281.436,-40.333,-36.654,-15.173
基本每股盈利(仙),-2.480000,-0.130000,-1.710000,-0.210000,-13.480000,-0.420000,-0.420000,-0.190000
摊薄每股盈利(仙),-2.480000,-0.130000,-1.710000,-0.210000,-13.480000,-0.420000,-0.420000,-0.190000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-6.793,-2.047,-0.014,--,-5.281,-5.281,-34.321,-17.877
折旧,-2.761,-0.464,-0.749,-0.391,-0.679,-0.3,-0.662,-0.349
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,--,--,--,--,--,--,--,--
利息费用/融资成本,-7.002,-3.543,-6.505,-2.826,-9.209,-6.551,-13.228,-6.56
毛利,6.246,1.592,1.103,0.782,2.118,0.118,2.94,2.197
经营盈利,-241.627,-12.217,-165.489,-20.189,-1283.919,-40.789,-40.24,-16.284
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
