报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31
报表类型,中报,年报,中报,年报,年报,中报,中报,年报
营业额,1785.411,3891.153,1844.475,4118.231,3423.195,1604.428,1281.531,3453.525
除税前盈利/(亏损),40.132,123.691,6.611,4.035,127.3,15.78,-56.149,125.741
税项,-11.237,-28.618,0.029,21.187,-10.677,5.629,23.548,-21.526
除税后盈利/(亏损),28.895,95.073,6.64,25.222,116.623,21.409,-32.601,104.215
少数股东权益,3.147,5.331,5.863,8.011,6.609,6.131,2.23,
股东应占盈利/(亏损),25.748,89.742,0.777,17.211,110.014,15.278,-34.831,104.215
股息,,,,,,,,
除税及股息后盈利/(亏损),25.748,89.742,0.777,17.211,110.014,15.278,-34.831,104.215
基本每股盈利(仙),0.310000,1.080000,0.010000,0.210000,1.330000,0.180000,-0.420000,1.250000
摊薄每股盈利(仙),0.310000,1.070000,0.010000,0.210000,1.330000,0.180000,-0.420000,1.250000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-1241.961,-2476.105,-1189.823,-2739.993,-2254.406,-1057.68,-875.961,-2338.312
折旧,-18.007,-31.52,-14.636,-33.981,-27.847,-13.488,-11.02,-30.544
销售及分销费用,-176.777,-630.515,-287.615,-628.569,-501.374,-247.953,-208.904,-451.925
一般及行政费用,-369.63,-611.984,-290.255,-675.641,-498.279,-265.072,-239.971,-510.676
利息费用/融资成本,-47.65,-79.552,-38.005,-77.935,-60.762,-31.234,-28.165,-45.584
毛利,543.45,1415.048,654.652,1378.238,1168.789,546.748,405.57,1115.213
经营盈利,80.265,197.046,41.361,74.22,181.682,44.205,-30.23,168.494
应占联营公司盈利,6.2,--,--,--,--,--,--,--
币种,美元,美元,美元,美元,美元,美元,美元,美元
