报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,335.025,162.836,317.966,141.03,296.572,147.29,202.983,65.896
除税前盈利/(亏损),298.687,-88.333,171.881,-122.331,322.701,196.752,298.209,-94.237
税项,-3.103,-10.086,-47.783,-5.965,-67.118,-4.582,-107.199,-0.495
除税后盈利/(亏损),295.584,-98.419,124.098,-128.296,255.583,192.17,191.01,-94.732
少数股东权益,-5.332,16.637,8.723,-5.344,-2.871,-0.728,24.134,-2.411
股东应占盈利/(亏损),300.916,-115.056,115.375,-122.952,258.454,192.898,166.876,-92.321
股息,,,,,,,,
除税及股息后盈利/(亏损),300.916,-115.056,115.375,-122.952,258.454,192.898,166.876,-92.321
基本每股盈利(仙),4.410000,-1.690000,1.710000,-1.820000,3.820000,2.860000,2.520000,-1.420000
摊薄每股盈利(仙),4.410000,-1.690000,1.710000,-1.820000,3.800000,2.800000,2.430000,-1.420000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-79.955,-40.175,-64.156,-29.952,-65.211,-33.563,-36.345,-4.214
折旧,-40.346,-16.925,-35.506,-16.614,-37.175,-15.575,-15.72,-1.093
销售及分销费用,-17.581,-7.622,-18.679,-6.693,-17.555,-4.926,-5.832,-0.01
一般及行政费用,-207.234,-92.473,-162.751,-70.577,-191.747,-97.875,-180.004,-86.123
利息费用/融资成本,-506.361,-195.552,-304.879,-147.467,-178.85,-85.001,-123.918,-55.544
毛利,255.07,122.661,253.81,111.078,231.361,113.727,166.638,61.682
经营盈利,298.687,-88.333,171.881,-122.331,322.701,196.752,298.209,-94.237
应占联营公司盈利,53.36,--,--,--,-0.381,6.899,2.773,-0.71
币种,港币,港币,港币,港币,港币,港币,港币,港币
