报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31
报表类型,年报,中报,年报,中报,年报,年报,年报
营业额,6960.567,3298.803,6616.068,2989.358,6312.728,4994.225,5064.26
除税前盈利/(亏损),447.803,227.069,949.281,718.634,162.371,-405.684,-222.652
税项,-2.996,-0.919,-1.346,-0.93,-11.467,-5.283,-19.089
除税后盈利/(亏损),444.807,226.15,951.856,721.625,150.904,-410.967,-241.741
少数股东权益,-6.822,-0.267,-0.056,,,-25.772,0.033
股东应占盈利/(亏损),451.629,226.417,951.912,721.625,150.904,-385.195,-241.774
股息,,,,,,,
除税及股息后盈利/(亏损),451.629,226.417,951.912,721.625,150.904,-385.195,-241.774
基本每股盈利(仙),11.570000,5.800000,27.670000,19.860000,3.790000,-14.050000,-21.130000
摊薄每股盈利(仙),11.570000,5.800000,27.670000,--,--,--,--
每股股息(仙),--,--,--,--,--,--,--
销售成本,-6901.864,-3292.385,-6567.921,-2957.671,-6161.155,-4870.926,-4863.197
折旧,-199.099,-91.588,-157.893,-79.087,-174.609,-156.019,-132.546
销售及分销费用,-271.864,-123.999,-264.138,-115.497,-255.55,-216.312,-196.879
一般及行政费用,-230.243,-94.09,-183.914,-101.518,-216.875,-220.442,-212.005
利息费用/融资成本,-81.025,-40.64,-110.361,-58.344,-140.885,-153.833,-124.288
毛利,58.703,6.418,48.147,31.687,151.573,123.299,201.063
经营盈利,447.803,227.069,949.281,718.634,162.371,-405.684,-222.652
应占联营公司盈利,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币
