报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,41180.086,20109.501,23852.811,5548.887,427.389,212.644,201.735,89.556
除税前盈利/(亏损),1129.551,418.196,9928.968,10117.455,92.077,109.111,1435.108,885.591
税项,-67.017,-62.764,-38.189,-10.68,-1.2,-0.458,0.019,-0.121
除税后盈利/(亏损),1062.534,355.432,9890.779,10106.775,90.877,108.653,1435.127,885.47
少数股东权益,588.398,190.846,-475.161,-260.628,-10.047,-2.493,-52.045,-22.162
股东应占盈利/(亏损),474.136,164.586,10365.94,10367.403,100.924,111.146,1487.172,907.632
股息,95.179,33.67,53.774,23.2,54.133,23.2,297.222,181.222
除税及股息后盈利/(亏损),378.957,130.916,10312.166,10344.203,46.791,87.946,1189.95,726.41
基本每股盈利(仙),31.000000,11.000000,674.000000,673.000000,7.000000,7.200000,96.000000,58.900000
摊薄每股盈利(仙),30.000000,10.000000,672.000000,672.000000,6.000000,7.100000,94.000000,57.300000
每股股息(仙),6.200000,2.200000,3.500000,1.500000,3.500000,1.500000,19.100000,11.600000
销售成本,--,-400.689,--,-178.692,-131.18,-62.974,-77.866,-32.791
折旧,-4919.602,-1855.54,-2506.626,-630.734,-38.594,-19.421,-8.751,-2.826
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,--,--,--,--,--,--,--,--
利息费用/融资成本,-2688.898,-1400.849,-1786.199,-383.678,-45.779,-21.697,-43.918,-21.843
毛利,41180.086,19708.812,23852.811,5370.195,296.209,149.67,123.869,56.765
经营盈利,1129.551,418.196,9928.968,10117.455,92.077,109.111,1435.108,885.591
应占联营公司盈利,-0.904,-1.992,180.697,180.89,307.333,220.431,1693.612,1055.908
币种,港币,港币,港币,港币,港币,港币,港币,港币
