报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,10017.432,4976.888,8276.499,4607.766,7032.374,3520.363,5745.939,2946.028
除税前盈利/(亏损),-767.633,-300.803,-2404.108,37.981,85.765,169.754,1453.762,563.606
税项,-66.503,-26.733,4.713,16.469,-27.805,2.708,-149.733,-59.723
除税后盈利/(亏损),-834.136,-327.536,-2399.395,54.45,57.96,172.462,1304.029,503.883
少数股东权益,-2.086,-12.848,-289.552,-40.104,13.157,-0.802,-3.849,1.359
股东应占盈利/(亏损),-832.05,-314.688,-2109.843,94.554,44.803,173.264,1307.878,502.524
股息,,,,,,,,
除税及股息后盈利/(亏损),-832.05,-314.688,-2109.843,94.554,44.803,173.264,1307.878,502.524
基本每股盈利(仙),-19.290000,-7.290000,-49.720000,2.270000,1.330000,5.840000,56.980000,23.570000
摊薄每股盈利(仙),-19.290000,-7.290000,-49.720000,1.710000,1.140000,3.190000,9.740000,11.060000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-8440.352,-4168.825,-6774.443,-3616.875,-5706.256,-3058.769,-4474.096,-2196.004
折旧,-1102.006,-528.461,-1057.915,-511.064,-940.827,-343.405,-488.31,-132.081
销售及分销费用,-341.943,-167.252,-377.036,-214.405,-308.195,-123.587,-189.835,-62.159
一般及行政费用,-613.542,-290.984,-664.949,-317.94,-673.826,-282.239,-449.462,-150.629
利息费用/融资成本,-1423.292,-714.777,-1031.825,-453.399,-699.605,-287.932,-322.165,-93.292
毛利,1577.08,808.063,1502.056,990.891,1326.118,461.594,1271.843,750.024
经营盈利,-767.633,-300.803,-2404.108,37.981,85.765,169.754,1453.762,563.606
应占联营公司盈利,-4.185,-0.23,-6.473,-4.077,-69.83,-4.214,-4.445,0.325
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
