报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
非流动资产,531.867,487.381,510.269,529.39,576.05,608.737,626.651,617.549
流动资产,1143.497,1120.803,1152.347,1164.796,1086.452,1035.094,1246.607,1109.238
流动负债,516.503,417.866,489.075,424.063,545.565,503.78,728.72,602.048
净流动资产/(负债),626.994,702.937,663.272,740.733,540.887,531.314,517.887,507.19
非流动负债,52.039,72.127,84.185,96.289,62.247,64.596,68.567,77.573
少数股东权益 - (借)/贷,,,,,,,,
净资产/(负债),1106.822,1118.191,1089.356,1173.834,1054.69,1075.455,1075.971,1047.166
已发行股本,33.543,33.543,33.543,33.543,33.543,33.543,33.543,33.543
储备,1073.279,1084.648,1055.813,1140.291,1021.147,1041.912,1042.428,1013.623
股东权益/(亏损),1106.822,1118.191,1089.356,1173.834,1054.69,1075.455,1075.971,1047.166
无形资产(非流动资产),--,--,--,--,--,--,--,--
物业、厂房及设备(非流动资产),433.595,432.281,447.893,471.165,517.255,551.279,566.835,561.882
附属公司权益(非流动资产),--,--,--,--,--,--,--,--
联营公司权益 (非流动资产),,,,,,,,
其他投资(非流动资产),73.001,30.186,34.756,29.897,29.771,27.429,27.375,23.083
应收账款(流动资产),332.718,253.179,317.412,300.729,422.989,398.772,550.932,379.585
存货(流动资产),103.524,88.21,90.928,74.589,97.532,103.724,114.902,100.25
现金及银行结存(流动资产),550.688,517.924,504.964,424.879,364.832,208.304,199.651,256.982
应付帐款(流动负债),270.81,188.658,244.183,200.717,321.099,262.593,449.818,301.786
银行贷款(流动负债),5.124,5.124,6.972,10.672,15.833,26.441,39.309,46.728
非流动银行贷款,38.847,41.409,43.971,46.533,49.095,51.657,55.679,65.15
总资产,1675.364,1608.184,1662.616,1694.186,1662.502,1643.831,1873.258,1726.787
总负债,568.542,489.993,573.26,520.352,607.812,568.376,797.287,679.621
股份数目(香港),335432520股,335432520股,335432520股,335432520股,335432520股,335432520股,335432520股,335432520股
币种,港币,港币,港币,港币,港币,港币,港币,港币
