报告期,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31
报表类型,三季报,中报,一季报,年报,三季报,中报,一季报,年报
营业额,1888.462,1239.211,560.888,2228.417,1828.254,1101.702,523.198,1693.55
除税前盈利/(亏损),-6.911,6.626,7.118,62.696,103.176,33.371,15.875,15.988
税项,-7.915,-5.194,-2.546,-25.143,-17.9,-8.145,-3.869,-11.4
除税后盈利/(亏损),-14.826,1.432,4.572,37.553,85.276,25.226,12.006,4.588
少数股东权益,10.268,7.135,1.789,11.482,10.281,6.164,2.728,8.332
股东应占盈利/(亏损),-25.094,-5.703,2.783,26.071,74.995,19.062,9.278,-3.744
股息,,,,,,,,
除税及股息后盈利/(亏损),-25.094,-5.703,2.783,26.071,74.995,19.062,9.278,-3.744
基本每股盈利(仙),-0.460000,-0.100000,0.050000,1.240000,4.120000,1.050000,0.250000,-0.140000
摊薄每股盈利(仙),--,--,0.050000,1.240000,3.980000,1.020000,0.250000,-0.100000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-1737.732,-1126.042,-497.932,-1958.591,-1568.028,-966.224,-458.225,-1509.127
折旧,--,-8.349,--,-17.727,--,-7.651,--,-12.463
销售及分销费用,-87.399,-61.691,-30.045,-93.875,-74.996,-46.633,-24.081,-83.783
一般及行政费用,-72.256,-47.21,-25.899,-116.12,-84.756,-56.679,-27.415,-103.377
利息费用/融资成本,-2.585,-1.509,-0.75,-4.157,-2.132,-1.287,-0.285,-3.165
毛利,150.73,113.169,62.956,269.826,260.226,135.478,64.973,184.423
经营盈利,-4.326,8.135,7.868,66.853,105.308,34.658,16.16,19.153
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
