报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,15.217,46.867,31.863,37.102,22.744,115.717,47.409,109.705
除税前盈利/(亏损),-30.091,-67.925,-44.072,-58.05,-40.595,-70.936,-41.711,-78.963
税项,-0.028,,-0.071,,-0.04,,,-1.256
除税后盈利/(亏损),-30.119,-67.925,-44.143,-58.05,-40.635,-70.936,-41.711,-80.219
少数股东权益,,,,,,,,
股东应占盈利/(亏损),-30.119,-67.925,-44.143,-58.05,-40.635,-70.936,-41.711,-80.219
股息,,,,,,,,
除税及股息后盈利/(亏损),-30.119,-67.925,-44.143,-58.05,-40.635,-70.936,-41.711,-80.219
基本每股盈利(仙),-2.000000,-4.000000,-3.000000,-4.000000,-3.000000,-4.000000,-3.000000,-5.000000
摊薄每股盈利(仙),-2.000000,-4.000000,-3.000000,-4.000000,-3.000000,-4.000000,-3.000000,-5.000000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-18.665,-50.926,-32.364,-38.349,-26.692,-126.053,-54.441,-101.668
折旧,--,-24.995,--,-25.524,-13.398,-24.794,-12.746,-24.396
销售及分销费用,-1.704,-4.846,-2.083,-6.571,-4.049,-7.636,-3.754,-9.639
一般及行政费用,-25.78,-62.585,-43.072,-62.895,-38.127,-57.313,-33.138,-67.217
利息费用/融资成本,--,--,--,--,--,-0.984,-0.476,-1.178
毛利,-3.448,-4.059,-0.501,-1.247,-3.948,-10.336,-7.032,8.037
经营盈利,-30.091,-67.756,-44.072,-55.104,-40.595,-69.441,-41.711,-56.504
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
