报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,4.634,11.219,6.638,11.659,6.86,40.353,10.302,12.499
除税前盈利/(亏损),-18.67,-56.914,-27.244,-50.408,-19.572,-24.972,-14.231,-144.097
税项,,,,0.07,-0.005,-0.173,,
除税后盈利/(亏损),-18.67,-56.914,-27.244,-50.338,-19.577,-25.145,-14.231,-144.097
少数股东权益,,,,,,-0.001,,-0.003
股东应占盈利/(亏损),-18.67,-56.914,-27.244,-50.338,-19.577,-25.144,-14.231,-144.094
股息,,,,,,,,
除税及股息后盈利/(亏损),-18.67,-56.914,-27.244,-50.338,-19.577,-25.144,-14.231,-144.094
基本每股盈利(仙),-0.190000,-0.590000,-0.280000,-0.520000,-0.210000,-0.280000,-0.160000,-1.600000
摊薄每股盈利(仙),-0.190000,-0.590000,-0.280000,-0.520000,-0.210000,-0.280000,-0.160000,-1.600000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-4.431,-10.702,-6.322,-11.036,-6.452,-30.514,-8.082,-2.908
折旧,-0.95,-1.913,-0.963,-2.86,-1.379,-2.702,-1.324,-3.844
销售及分销费用,-0.01,-0.028,-0.027,-0.082,-0.024,-2.378,-2.175,-23.521
一般及行政费用,-13.323,-52.211,-25.968,-50.598,-19.774,-32.097,-14.165,-34.466
利息费用/融资成本,-5.544,-5.198,-1.568,-0.39,-0.205,-0.348,-0.117,-0.123
毛利,0.203,0.517,0.316,0.623,0.408,9.839,2.22,9.591
经营盈利,-18.67,-56.914,-27.244,-50.408,-19.572,-24.972,-14.231,-144.097
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
