报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31
报表类型,年报,中报,年报,中报,年报,年报,年报
营业额,1746.016,936.394,1531.011,694.496,1212.843,929.781,575.777
除税前盈利/(亏损),357.332,158.374,253.138,68.013,164.415,140.996,15.575
税项,-26.014,-8.151,-31.125,-13.678,-23.192,-20.25,-5.894
除税后盈利/(亏损),331.318,150.223,222.013,54.335,141.223,120.746,9.681
少数股东权益,-0.606,,,,,,0.372
股东应占盈利/(亏损),331.924,150.223,222.013,54.335,141.223,120.746,9.309
股息,82.595,37.632,65.792,,139.5,,5.44
除税及股息后盈利/(亏损),249.329,112.591,156.221,54.335,1.723,120.746,3.869
基本每股盈利(仙),12.990000,5.870000,10.790000,2.720000,,,
摊薄每股盈利(仙),12.980000,5.860000,10.790000,2.720000,--,--,--
每股股息(仙),3.230000,1.470000,2.570000,--,--,--,--
销售成本,-1169.189,-607.403,-1033.197,-486.268,-868.855,-681.338,-483.803
折旧,-168.294,-77.512,-115.451,-45.052,-71.443,-27.066,-8.19
销售及分销费用,-29.091,-9.814,-23.973,-11.879,-25.061,-35.722,-21.591
一般及行政费用,-205.031,-76.045,-201.401,-98.144,-131.402,-88.495,-47.124
利息费用/融资成本,-76.999,-38.95,-68.836,-29.135,-34.697,-14.64,-8.712
毛利,576.827,328.991,497.814,208.228,343.988,248.443,91.974
经营盈利,357.332,158.374,253.138,68.013,164.415,140.996,15.575
应占联营公司盈利,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币
