报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
非流动资产,189.49,200.689,126.39,134.614,46.254,147.544,169.175,183.083
流动资产,15.203,27.299,52.115,45.501,206.103,95.279,103.523,107.165
流动负债,21.146,23.524,15.125,18.668,49.673,31.035,32.125,45.788
净流动资产/(负债),-5.943,3.775,36.99,26.833,156.43,64.244,71.398,61.377
非流动负债,17.573,17.392,16.584,--,0.053,55.436,52.948,55.661
少数股东权益 - (借)/贷,,-3.199,-1.032,-0.096,,,,
净资产/(负债),165.974,187.072,146.796,161.447,202.631,156.352,187.625,188.799
已发行股本,20.737,20.728,17.606,16.865,15.292,11.051,11.035,10.538
储备,145.237,169.543,130.222,144.678,187.339,145.301,176.59,178.261
股东权益/(亏损),165.974,190.271,147.828,161.543,202.631,156.352,187.625,188.799
无形资产(非流动资产),--,--,--,--,0.441,41.496,44.325,47.168
物业、厂房及设备(非流动资产),30.922,41.235,126.39,43.968,45.813,57.817,65.8,76.865
附属公司权益(非流动资产),--,--,--,--,--,--,--,--
联营公司权益 (非流动资产),,,,,,,,
其他投资(非流动资产),158.568,158.568,,,,,,
应收账款(流动资产),,1.79,13.501,0.95,6.959,4.507,13.843,7.635
存货(流动资产),0.256,0.344,0.147,0.449,4.328,4.669,5.019,4.814
现金及银行结存(流动资产),6.017,14.201,21.391,28.136,149.638,73.65,71.826,79.144
应付帐款(流动负债),,6.234,4.424,0.238,2.502,2.346,3.116,1.984
银行贷款(流动负债),--,--,--,--,--,--,--,--
非流动银行贷款,--,--,--,--,--,--,--,--
总资产,204.693,227.988,178.505,180.115,252.357,242.823,272.698,290.248
总负债,38.719,40.916,31.709,18.668,49.726,86.471,85.073,101.449
股份数目(香港),2073676547股,2072826547股,1760626000股,1686503214股,1529203000股,1105123214股,1103523000股,1053756548股
币种,港币,港币,港币,港币,港币,港币,港币,港币
