报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31
报表类型,年报,中报,年报,中报,年报,年报
利息收入,29186.446,14943.986,23385.518,11373.034,24087.266,23359.958
利息支出,-17491.919,-8893.025,-12714.698,-6430.017,-12491.381,-11353.856
净利息收入,11694.527,6050.961,10670.82,4943.017,11595.885,12006.102
其他经营收入,-1806.65,-1357.017,606.176,101.31,1176.789,16.066
经营收入,13478.66,6241.826,15239.788,6914.472,16213.146,13858.791
经营支出,-5164.194,-2339.15,-5457.185,-2487.858,-5773.145,-5281.994
总准备,-787.851,-488.016,-3259.757,-1894.426,-4010.896,-1521.951
其他盈利/(亏损),0,0,0,0,0,0
除税前盈利/(亏损),7526.615,3414.66,6522.846,2532.188,6429.105,7054.846
税项,-1635.624,-775.379,-1416.5,-420.417,-1428.765,-1573.451
除税后盈利/(亏损),5890.991,2639.281,5106.346,2111.771,5000.34,5481.395
少数股东权益,182.273,17.218,80.76,-40.195,-0.676,106.705
股东应占盈利/(亏损),5708.718,2622.063,5025.586,2151.966,5001.016,5374.69
股息,1961.654,,1630.684,,1630.684,2282.958
除税及股息后盈利/(亏损),3747.064,2622.063,3394.902,2151.966,3370.332,3091.732
基本每股营利(仙),63.000000,32.000000,62.000000,26.000000,61.000000,66.000000
摊薄每股盈利(仙),63.000000,32.000000,62.000000,26.000000,61.000000,66.000000
币种,人民币,人民币,人民币,人民币,人民币,人民币
